Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Atmospheric Pressure (psi),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Throttle Opening Angle (%),Air Conditioning Switch (On/Off),Idle Switch (On/Off),Rear O2 Sensor Rich Signal (On/Off),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
12281,2.34,-2.34,14.70,14.36,13.60,194,0.26,698,17.00,1.21,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
12354,2.34,-2.34,14.70,14.36,13.68,194,0.26,706,17.00,1.20,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
12421,2.34,-2.34,14.70,14.36,13.68,194,0.26,712,16.50,1.21,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
12488,2.34,-2.34,14.70,14.36,13.68,194,0.26,718,16.50,1.21,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
12555,2.34,-2.34,14.81,14.36,13.68,194,0.26,712,17.00,1.22,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
12623,2.34,-2.34,14.81,14.36,13.60,194,0.26,705,17.00,1.20,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
12697,2.34,-2.34,14.81,14.36,13.68,194,0.26,707,17.00,1.22,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
12755,2.34,-2.34,14.81,14.36,13.60,194,0.26,714,16.50,1.22,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,15.00
12836,2.34,-2.34,14.81,14.36,13.68,194,0.26,709,16.50,1.21,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
12903,2.34,-2.34,14.70,14.36,13.60,194,0.26,712,17.00,1.20,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
12971,2.34,-2.34,14.70,14.36,13.68,194,0.26,708,17.00,1.21,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.90
13038,2.34,-2.34,14.70,14.36,13.60,194,0.26,701,17.00,1.20,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.90
13104,2.34,-2.34,14.70,14.36,13.60,194,0.27,692,17.00,1.18,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.90
13172,2.34,-2.34,14.70,14.36,13.60,194,0.27,689,17.00,1.18,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.90
13249,2.34,-2.34,14.70,14.36,13.60,194,0.27,690,17.00,1.18,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
13311,2.34,-2.34,14.70,14.36,13.68,194,0.26,700,17.00,1.20,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.80
13387,2.34,-2.34,14.70,14.36,13.60,194,0.26,696,17.00,1.20,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
13454,2.34,-2.34,14.70,14.36,13.60,194,0.26,702,17.00,1.20,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.90
13526,2.34,-2.34,14.70,14.36,13.60,194,0.26,700,17.00,1.20,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.90
13587,2.34,-2.34,14.70,14.36,13.68,194,0.26,714,16.50,1.21,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
13662,2.34,-2.34,14.70,14.36,13.60,194,0.26,721,17.00,1.23,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
13720,2.34,-2.34,14.70,14.36,13.68,194,0.26,722,16.50,1.23,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.80
13797,2.34,-2.34,14.70,14.36,13.52,194,0.26,716,16.50,1.24,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
13871,2.34,-2.34,14.81,14.36,13.60,194,0.26,715,16.50,1.22,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
13938,2.34,-2.34,14.70,14.36,13.68,194,0.26,717,16.50,1.22,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
14003,2.34,-2.34,14.81,14.36,13.60,194,0.26,723,16.50,1.21,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.80
14070,2.34,-2.34,14.81,14.36,13.68,194,0.26,715,17.00,1.22,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.90
14145,2.34,-2.34,14.70,14.36,13.60,194,0.26,710,17.00,1.22,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.80
14216,2.34,-2.34,14.70,14.36,13.60,194,0.27,702,17.00,1.20,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.80
14286,2.34,-2.34,14.70,14.36,13.68,194,0.27,698,17.00,1.19,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.80
14353,2.34,-2.34,14.70,14.36,13.60,194,0.26,714,17.00,1.21,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.80
14420,2.34,-2.34,14.70,14.36,13.60,194,0.27,703,17.00,1.20,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.80
14486,2.34,-2.34,14.70,14.36,13.68,194,0.27,699,17.00,1.19,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.80
14555,2.34,-2.34,14.70,14.36,13.60,194,0.27,695,17.00,1.19,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.90
14619,2.34,-2.34,14.70,14.36,13.68,194,0.27,696,17.00,1.19,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.90
14694,2.34,-2.34,14.70,14.36,13.60,194,0.27,706,17.00,1.20,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.80
14769,2.34,-2.34,14.70,14.36,13.52,194,0.26,708,17.00,1.21,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.80
14837,2.34,-2.34,14.70,14.36,13.68,194,0.26,706,17.00,1.20,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.80
14903,2.34,-2.34,14.70,14.36,13.60,194,0.27,698,17.00,1.20,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.80
14969,2.34,-2.34,14.70,14.36,13.68,194,0.26,707,17.00,1.21,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.80
15038,2.34,-2.34,14.70,14.36,13.60,194,0.26,716,17.00,1.22,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.70
15102,2.34,-2.34,14.70,14.36,13.60,194,0.26,712,17.00,1.20,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.70
15179,2.34,-2.34,14.59,14.36,13.68,194,0.26,708,17.00,1.21,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.80
15253,2.34,-2.34,14.70,14.36,13.60,194,0.26,699,17.00,1.21,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.70
15319,2.34,-2.34,14.59,14.36,13.52,194,0.26,708,17.00,1.21,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.70
15385,2.34,-2.34,14.70,14.36,13.68,194,0.26,708,17.00,1.21,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.70
15452,2.34,-2.34,14.59,14.36,13.60,194,0.26,714,17.00,1.21,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.70
15519,2.34,-2.34,14.59,14.36,13.52,194,0.26,727,17.00,1.24,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.70
15585,2.34,-2.34,14.59,14.36,13.68,194,0.26,718,16.50,1.23,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.70
15664,2.34,-2.34,14.59,14.36,13.68,194,0.26,707,17.00,1.22,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.70
15735,2.34,-2.34,14.59,14.36,13.60,194,0.26,707,17.00,1.21,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.70
15802,1.56,-2.34,14.59,14.36,13.76,194,0.26,710,17.00,1.21,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.70
15869,1.56,-2.34,14.59,14.36,13.60,194,0.26,717,17.00,1.21,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.80
15939,1.56,-2.34,14.59,14.36,13.60,194,0.26,714,17.00,1.22,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.70
16001,1.56,-2.34,14.59,14.36,13.44,194,0.26,708,17.00,1.22,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.70
16068,1.56,-2.34,14.59,14.36,13.68,194,0.26,714,17.00,1.22,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.60
16147,1.56,-2.34,14.59,14.36,13.60,194,0.26,719,16.50,1.23,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.70
16218,1.56,-2.34,14.59,14.36,13.68,194,0.26,726,16.50,1.23,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.70
16285,1.56,-2.34,14.59,14.36,13.68,194,0.25,733,16.50,1.25,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.60
16351,1.56,-2.34,14.59,14.36,13.68,194,0.25,736,16.50,1.26,104,0,0.00,6.24,-8.13,3.09,3.14,0,1,0,14.60
16418,1.56,-2.34,14.59,14.36,13.68,194,0.25,734,16.50,1.25,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.60
16485,1.56,-2.34,14.59,14.36,13.52,194,0.26,729,16.50,1.26,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.60
16561,1.56,-2.34,14.59,14.36,13.60,194,0.25,732,16.00,1.25,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.60
16617,1.56,-2.34,14.59,14.36,13.68,194,0.25,735,16.00,1.25,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.60
16700,1.56,-2.34,14.59,14.36,13.68,194,0.25,741,16.00,1.25,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.60
16768,1.56,-2.34,14.59,14.36,13.52,194,0.26,732,16.50,1.25,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.60
16834,1.56,-2.34,14.59,14.36,13.68,194,0.26,727,17.00,1.24,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.60
16901,1.56,-2.34,14.59,14.36,13.60,194,0.26,722,17.00,1.24,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.60
16968,1.56,-2.34,14.59,14.36,13.52,194,0.26,722,16.50,1.23,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.60
17042,1.56,-2.34,14.70,14.36,13.60,194,0.26,723,16.50,1.23,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.60
17114,1.56,-2.34,14.70,14.36,13.60,194,0.26,721,17.00,1.22,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.60
17184,1.56,-2.34,14.70,14.36,13.68,194,0.26,720,17.00,1.23,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.60
17251,1.56,-2.34,14.70,14.36,13.60,194,0.26,718,17.00,1.22,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.70
17317,1.56,-2.34,14.59,14.36,13.68,194,0.26,716,17.00,1.23,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.70
17384,1.56,-2.34,14.59,14.36,13.52,194,0.26,714,17.00,1.22,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.70
17452,1.56,-2.34,14.59,14.36,13.68,194,0.26,716,17.00,1.21,104,0,0.00,6.24,-8.13,3.07,3.14,0,1,0,14.70
17517,1.56,-2.34,14.59,14.36,13.60,194,0.26,714,17.00,1.22,104,0,0.00,6.24,-8.13,3.07,3.14,0,1,0,14.70
17596,1.56,-2.34,14.59,14.36,13.68,194,0.27,698,17.00,1.19,104,0,0.00,6.24,-8.13,3.09,3.14,0,1,0,14.70
17667,1.56,-2.34,14.59,14.36,13.60,194,0.27,687,18.00,1.18,104,0,0.00,6.24,-8.13,3.09,3.14,0,1,0,14.70
17734,1.56,-2.34,14.59,14.36,13.60,194,0.27,680,17.50,1.16,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.70
17803,1.56,-2.34,14.59,14.36,13.60,194,0.27,688,17.50,1.18,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
17867,1.56,-2.34,14.59,14.36,13.60,194,0.27,690,17.50,1.18,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
17941,1.56,-2.34,14.59,14.36,13.68,194,0.27,687,18.50,1.17,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
18010,1.56,-2.34,14.59,14.36,13.52,194,0.27,684,18.00,1.18,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
18081,1.56,-2.34,14.59,14.36,13.68,194,0.27,689,17.00,1.18,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
18150,1.56,-2.34,14.59,14.36,13.68,194,0.27,685,17.50,1.16,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
18212,1.56,-2.34,14.59,14.36,13.68,194,0.27,686,18.00,1.17,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
18284,1.56,-2.34,14.59,14.36,13.60,194,0.27,685,17.50,1.18,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
18350,1.56,-2.34,14.70,14.36,13.60,194,0.26,694,17.00,1.18,104,0,0.00,6.38,-7.98,3.05,3.14,0,1,0,14.70
18426,1.56,-2.34,14.70,14.36,13.68,194,0.26,697,17.00,1.19,104,0,0.00,6.38,-7.98,3.05,3.14,0,1,0,14.70
18482,1.56,-2.34,14.59,14.36,13.68,194,0.26,695,17.00,1.18,104,0,0.00,6.38,-7.98,3.05,3.14,0,1,0,14.70
18560,0.78,-2.34,14.59,14.36,13.60,194,0.26,707,17.00,1.21,104,0,0.00,6.38,-7.98,3.05,3.14,0,1,0,14.70
18633,0.78,-2.34,14.59,14.36,13.68,194,0.26,711,17.00,1.21,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
18699,0.78,-2.34,14.59,14.36,13.60,194,0.26,713,17.00,1.24,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
18765,0.78,-2.34,14.59,14.36,13.60,194,0.25,723,16.50,1.23,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.60
18831,0.78,-2.34,14.59,14.36,13.68,194,0.26,718,16.50,1.22,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
18899,0.78,-2.34,14.59,14.36,13.60,194,0.26,720,16.50,1.21,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
18974,0.78,-2.34,14.59,14.36,13.68,194,0.26,714,17.00,1.22,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
19046,0.78,-2.34,14.59,14.36,13.68,194,0.26,707,17.00,1.23,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
19116,0.78,-2.34,14.59,14.36,13.60,194,0.26,715,16.50,1.22,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
19183,0.78,-2.34,14.59,14.36,13.60,194,0.26,710,16.50,1.21,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.70
19250,0.78,-2.34,14.70,14.36,13.68,194,0.26,713,17.00,1.21,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.60
19311,0.78,-2.34,14.70,14.36,13.60,194,0.26,708,17.00,1.21,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.60
19381,0.78,-2.34,14.70,14.36,13.68,194,0.26,713,17.00,1.22,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.60
19448,0.78,-2.34,14.70,14.36,13.60,194,0.26,701,17.00,1.20,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.60
19525,0.78,-2.34,14.70,14.36,13.60,194,0.26,704,17.00,1.20,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.60
19599,0.78,-2.34,14.70,14.36,13.68,194,0.26,717,16.50,1.22,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.60
19666,0.78,-2.34,14.70,14.36,13.52,194,0.26,718,16.50,1.20,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
19736,0.78,-2.34,14.70,14.36,13.68,194,0.26,709,17.00,1.21,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
19803,0.78,-2.34,14.70,14.36,13.60,194,0.26,705,17.00,1.21,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.70
19868,0.78,-1.56,14.70,14.36,13.68,194,0.26,704,17.00,1.20,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.80
19944,0.78,-1.56,14.70,14.36,13.68,194,0.27,701,17.00,1.20,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
20010,0.78,-1.56,14.70,14.36,13.68,194,0.26,702,17.00,1.20,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
20074,0.78,-1.56,14.70,14.36,13.52,194,0.26,711,17.00,1.21,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
20147,1.56,-1.56,14.81,14.36,13.68,194,0.26,705,17.00,1.20,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.80
20210,1.56,-1.56,14.81,14.36,13.60,194,0.27,698,17.00,1.20,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.80
20274,1.56,-1.56,14.81,14.36,13.68,194,0.26,700,17.00,1.20,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.80
20345,1.56,-1.56,14.81,14.36,13.68,194,0.26,708,17.00,1.21,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.80
20424,1.56,-1.56,14.81,14.36,13.68,194,0.26,717,17.00,1.22,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.80
20480,1.56,-1.56,14.81,14.36,13.68,194,0.26,709,17.00,1.21,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.80
20560,1.56,-1.56,14.81,14.36,13.52,194,0.26,702,17.00,1.21,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
20632,1.56,-1.56,14.81,14.36,13.52,194,0.26,708,17.00,1.21,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.90
20696,1.56,-1.56,14.81,14.36,13.68,194,0.26,706,17.00,1.21,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.90
20760,1.56,-1.56,14.81,14.36,13.68,194,0.26,710,17.00,1.19,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.90
20840,1.56,-1.56,14.81,14.36,13.60,194,0.26,710,17.00,1.21,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.90
20896,1.56,-1.56,14.81,14.36,13.68,194,0.26,712,17.00,1.22,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.90
20976,1.56,-1.56,14.81,14.36,13.60,194,0.26,707,16.50,1.21,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.80
21048,1.56,-1.56,14.70,14.36,13.68,194,0.26,704,17.00,1.20,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,15.00
21114,1.56,-1.56,14.70,14.36,13.52,194,0.26,714,17.00,1.21,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,15.00
21180,1.56,-1.56,14.70,14.36,13.60,194,0.26,710,17.00,1.21,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.80
21249,1.56,-1.56,14.70,14.36,13.60,194,0.26,717,17.00,1.22,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.90
21313,1.56,-1.56,14.70,14.36,13.68,194,0.26,714,17.00,1.23,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.90
21380,1.56,-1.56,14.70,14.36,13.52,194,0.26,718,16.50,1.23,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
21460,1.56,-1.56,14.70,14.36,13.68,194,0.26,718,16.50,1.23,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
21524,1.56,-1.56,14.70,14.36,13.68,194,0.26,726,16.50,1.24,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,14.80
21596,1.56,-1.56,14.70,14.36,13.60,194,0.25,737,16.50,1.26,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.90
21663,1.56,-1.56,14.70,14.36,13.76,194,0.26,724,16.50,1.24,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.80
21738,1.56,-1.56,14.70,14.36,13.60,194,0.26,717,17.00,1.24,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.80
21797,1.56,-1.56,14.70,14.36,13.68,194,0.26,723,16.50,1.23,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.80
21875,1.56,-1.56,14.70,14.36,13.68,194,0.26,719,16.50,1.23,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.80
21939,1.56,-1.56,14.70,14.36,13.60,194,0.26,722,16.50,1.22,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.70
22014,1.56,-1.56,14.70,14.36,13.68,194,0.26,719,17.00,1.23,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.70
22080,1.56,-1.56,14.70,14.36,13.68,194,0.26,727,17.00,1.24,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.80
22147,1.56,-1.56,14.70,14.36,13.60,194,0.26,718,17.00,1.24,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.80
22215,1.56,-1.56,14.70,14.36,13.60,194,0.26,723,16.50,1.23,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.80
22290,1.56,-1.56,14.70,14.36,13.68,194,0.25,728,16.50,1.24,104,0,0.00,6.24,-8.13,3.09,3.14,0,1,0,14.70
22347,1.56,-1.56,14.70,14.36,13.60,194,0.25,726,16.50,1.23,104,0,0.00,6.24,-8.13,3.07,3.14,0,1,0,14.70
22424,1.56,-1.56,14.70,14.36,13.60,194,0.25,720,17.00,1.23,104,0,0.00,6.24,-8.13,3.05,3.14,0,1,0,14.70
22496,1.56,-1.56,14.70,14.36,13.68,194,0.26,711,17.00,1.22,104,0,0.00,6.24,-8.13,3.05,3.14,0,1,0,14.80
22565,1.56,-1.56,14.70,14.36,13.68,194,0.25,713,17.00,1.23,104,0,0.00,6.24,-8.13,3.02,3.14,0,1,0,14.80
22629,1.56,-1.56,14.70,14.36,13.60,194,0.26,712,17.00,1.21,104,0,0.00,6.24,-8.13,3.02,3.14,0,1,0,14.80
22698,1.56,-1.56,14.70,14.36,13.76,194,0.25,714,17.00,1.22,104,0,0.00,6.24,-8.13,3.02,3.14,0,1,0,14.80
22762,1.56,-1.56,14.59,14.36,13.60,194,0.25,720,17.00,1.23,104,0,0.00,6.24,-8.13,3.02,3.14,0,1,0,14.80
22838,1.56,-1.56,14.59,14.36,13.60,194,0.25,711,17.00,1.21,104,0,0.00,6.24,-8.13,3.05,3.14,0,1,0,14.80
22911,1.56,-1.56,14.59,14.36,13.60,194,0.26,696,17.00,1.20,104,0,0.00,6.24,-8.13,3.02,3.14,0,1,0,14.80
22979,0.78,-1.56,14.59,14.36,13.60,194,0.26,696,17.00,1.19,104,0,0.00,6.24,-8.13,3.02,3.14,0,1,0,14.70
23048,0.78,-1.56,14.59,14.36,13.68,194,0.26,698,17.00,1.19,104,0,0.00,6.24,-8.13,3.02,3.14,0,1,0,14.70
23118,0.78,-1.56,14.47,14.36,13.60,194,0.26,708,17.00,1.20,104,0,0.00,6.24,-8.13,3.02,3.14,0,1,0,14.70
23178,0.78,-1.56,14.47,14.36,13.60,194,0.26,699,17.00,1.19,104,0,0.00,6.24,-8.13,3.02,3.14,0,1,0,14.70
23249,0.78,-1.56,14.47,14.36,13.60,194,0.26,694,17.00,1.19,104,0,0.00,6.24,-8.13,3.02,3.14,0,1,0,14.70
23325,0.78,-1.56,14.47,14.36,13.60,194,0.26,686,17.00,1.17,104,0,0.00,6.24,-8.13,3.02,3.14,0,1,0,14.60
23389,0.78,-1.56,14.47,14.36,13.60,194,0.27,684,17.50,1.15,104,0,0.00,6.24,-8.13,3.02,3.14,0,1,0,14.60
23463,0.78,-1.56,14.47,14.36,13.68,194,0.26,682,18.00,1.16,104,0,0.00,6.38,-7.98,3.02,3.14,0,1,0,14.60
23528,0.78,-1.56,14.47,14.36,13.60,194,0.26,690,17.50,1.18,104,0,0.00,6.38,-7.98,3.02,3.14,0,1,0,14.60
23595,0.78,-1.56,14.47,14.36,13.68,194,0.26,686,17.50,1.18,104,0,0.00,6.38,-7.98,3.02,3.14,0,1,0,14.50
23662,0.78,-1.56,14.47,14.36,13.60,194,0.26,687,17.00,1.17,104,0,0.00,6.38,-7.98,3.02,3.14,0,1,0,14.50
23740,0.00,-1.56,14.47,14.36,13.68,194,0.26,698,17.00,1.18,104,0,0.00,6.38,-7.98,3.00,3.14,0,1,0,14.50
23796,0.00,-1.56,14.47,14.36,13.52,194,0.26,690,17.00,1.18,104,0,0.00,6.38,-7.98,3.00,3.14,0,1,0,14.50
23878,0.00,-1.56,14.59,14.36,13.68,194,0.26,684,17.00,1.17,104,0,0.00,6.38,-7.98,3.00,3.14,0,1,0,14.50
23940,0.00,-1.56,14.59,14.36,13.60,194,0.26,680,17.50,1.16,104,0,0.00,6.38,-7.98,2.98,3.14,0,1,0,14.50
24011,0.00,-1.56,14.59,14.36,13.76,194,0.27,676,17.00,1.15,104,0,0.00,6.38,-7.98,3.00,3.14,0,1,0,14.50
24078,0.00,-1.56,14.59,14.36,13.60,194,0.26,686,17.00,1.17,104,0,0.00,6.38,-7.98,3.00,3.14,0,1,0,14.50
24153,0.00,-1.56,14.59,14.36,13.60,194,0.26,691,17.00,1.18,104,0,0.00,6.38,-7.98,3.00,3.14,0,1,0,14.50
24211,0.00,-1.56,14.59,14.36,13.68,194,0.26,683,17.00,1.17,104,0,0.00,6.38,-7.98,3.00,3.14,0,1,0,14.50
24289,0.00,-1.56,14.59,14.36,13.52,194,0.27,677,17.00,1.16,104,0,0.00,6.38,-7.98,2.98,3.14,0,1,0,14.50
24353,0.00,-1.56,14.59,14.36,13.68,194,0.27,678,17.00,1.16,104,0,0.00,6.38,-7.84,2.98,3.14,0,1,0,14.60
24428,0.00,-1.56,14.59,14.36,13.60,194,0.26,684,17.00,1.17,104,0,0.00,6.38,-7.84,3.00,3.14,0,1,0,14.60
24489,0.00,-1.56,14.70,14.36,13.76,194,0.26,688,17.00,1.17,104,0,0.00,6.53,-7.84,2.98,3.14,0,1,0,14.60
24561,0.00,-1.56,14.70,14.36,13.60,194,0.26,682,17.00,1.17,104,0,0.00,6.53,-7.84,3.00,3.14,0,1,0,14.60
24628,0.00,-1.56,14.70,14.36,13.68,194,0.27,675,17.00,1.15,104,0,0.00,6.53,-7.84,3.00,3.14,0,1,0,14.60
24704,0.00,-1.56,14.70,14.36,13.68,194,0.27,680,17.00,1.15,104,0,0.00,6.53,-7.84,3.00,3.14,0,1,0,14.60
24761,0.00,-1.56,14.70,14.36,13.60,194,0.27,676,17.50,1.15,104,0,0.00,6.53,-7.84,3.00,3.14,0,1,0,14.60
