Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Atmospheric Pressure (psi),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Throttle Opening Angle (%),Air Conditioning Switch (On/Off),Idle Switch (On/Off),Rear O2 Sensor Rich Signal (On/Off),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
11939,-6.25,-2.34,14.59,14.36,13.68,201,0.25,1400,24.00,2.37,100,11,0.00,5.37,-9.00,5.95,5.88,0,0,0,14.50
12008,-6.25,-2.34,14.59,14.36,13.52,201,0.25,1391,24.00,2.40,100,11,0.00,5.37,-9.00,5.95,5.88,0,0,0,14.40
12077,-6.25,-2.34,14.59,14.36,13.68,201,0.26,1403,24.00,2.36,100,11,0.00,5.37,-9.00,5.95,5.88,0,0,0,14.50
12146,-6.25,-2.34,14.59,14.36,13.52,201,0.25,1408,24.00,2.40,100,11,0.00,5.37,-9.00,5.95,5.88,0,0,0,14.50
12215,-6.25,-2.34,14.59,14.36,13.68,201,0.26,1391,24.00,2.38,100,11,0.00,5.37,-9.00,5.95,5.88,0,0,0,14.50
12284,-6.25,-2.34,14.59,14.36,13.60,201,0.26,1402,24.00,2.37,100,11,0.00,5.37,-9.00,5.95,5.88,0,0,0,14.50
12353,-6.25,-2.34,14.70,14.36,13.52,201,0.25,1393,24.00,2.40,100,11,0.00,5.37,-9.00,5.92,5.88,0,0,0,14.50
12422,-5.47,-2.34,14.70,14.36,13.60,201,0.26,1388,24.00,2.37,100,11,0.00,5.37,-9.00,5.92,5.88,0,0,0,14.50
12491,-6.25,-2.34,14.59,14.36,13.60,201,0.26,1389,24.00,2.34,100,11,0.00,5.37,-9.00,5.92,5.88,0,0,0,14.60
12560,-5.47,-2.34,14.59,14.36,13.76,201,0.26,1380,24.00,2.38,100,11,0.00,5.37,-9.00,5.92,5.88,0,0,0,14.50
12629,-6.25,-2.34,14.59,14.36,13.52,201,0.26,1393,24.00,2.36,100,11,0.00,5.37,-9.00,5.92,5.88,0,0,0,14.50
12699,-6.25,-2.34,14.59,14.36,13.68,201,0.25,1378,24.00,2.38,100,12,0.00,5.37,-9.00,5.92,5.88,0,0,0,14.50
12767,-6.25,-2.34,14.59,14.36,13.60,201,0.26,1395,24.00,2.36,100,11,0.00,5.37,-9.00,5.95,5.88,0,0,0,14.50
12836,-5.47,-2.34,14.59,14.36,13.68,201,0.25,1395,24.00,2.38,100,11,0.00,5.37,-9.00,5.95,5.88,0,0,0,14.50
12905,-5.47,-2.34,14.59,14.36,13.60,201,0.25,1386,24.00,2.39,100,12,0.00,5.37,-9.00,5.92,5.88,0,0,0,14.50
12974,-6.25,-2.34,14.59,14.36,13.68,201,0.25,1401,24.00,2.37,100,12,0.00,5.37,-9.00,5.88,5.88,0,0,0,14.50
13043,-6.25,-2.34,14.59,14.36,13.60,201,0.26,1378,24.00,2.38,100,12,0.00,5.37,-9.00,5.88,5.88,0,0,0,14.50
13112,-6.25,-2.34,14.59,14.36,13.68,201,0.26,1390,24.00,2.34,100,12,0.00,5.37,-9.00,5.95,5.88,0,0,0,14.50
13181,-6.25,-2.34,14.59,14.36,13.60,201,0.26,1380,24.00,2.36,100,12,0.00,5.37,-9.00,5.92,5.88,0,0,0,14.50
13250,-6.25,-3.12,14.59,14.36,13.68,201,0.26,1361,24.00,2.34,100,12,0.00,5.37,-9.00,5.92,5.88,0,0,0,14.50
13319,-6.25,-3.12,14.59,14.36,13.76,201,0.26,1372,23.50,2.32,100,12,0.00,5.51,-8.85,5.92,5.88,0,0,0,14.50
13388,-5.47,-3.12,14.59,14.36,13.52,201,0.26,1352,24.00,2.33,100,12,0.00,5.51,-8.85,5.92,5.88,0,0,0,14.60
13457,-5.47,-3.12,14.59,14.36,13.52,201,0.26,1363,23.50,2.30,100,12,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.50
13526,-5.47,-3.12,14.70,14.36,13.60,201,0.26,1358,24.00,2.34,100,12,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.50
13595,-5.47,-3.12,14.70,14.36,13.68,201,0.26,1372,23.50,2.32,100,12,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.60
13663,-5.47,-3.12,14.70,14.36,13.68,201,0.26,1362,24.00,2.33,100,12,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.60
13733,-5.47,-3.12,14.70,14.36,13.68,201,0.26,1349,24.00,2.30,100,12,0.00,5.51,-8.85,5.92,5.88,0,0,0,14.60
13802,-4.69,-3.12,14.70,14.36,13.68,201,0.26,1371,24.00,2.31,100,12,0.00,5.51,-8.85,5.92,5.88,0,0,0,14.50
13871,-4.69,-3.12,14.70,14.36,13.60,201,0.26,1365,24.00,2.35,100,12,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.60
13940,-4.69,-3.12,14.70,14.36,13.68,201,0.26,1372,23.50,2.33,100,12,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.60
14009,-4.69,-3.12,14.70,14.36,13.60,201,0.26,1358,24.00,2.35,100,12,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.60
14078,-4.69,-3.12,14.70,14.36,13.60,201,0.26,1376,24.00,2.32,100,12,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.70
14148,-4.69,-3.12,14.59,14.36,13.60,201,0.25,1384,24.00,2.36,100,12,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.70
14216,-4.69,-3.12,14.59,14.36,13.68,201,0.26,1380,24.00,2.36,100,13,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.70
14285,-4.69,-3.12,14.59,14.36,13.60,201,0.26,1382,23.50,2.34,100,13,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.50
14354,-4.69,-3.12,14.59,14.36,13.68,201,0.26,1377,24.00,2.36,100,13,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.50
14423,-5.47,-3.12,14.59,14.36,13.52,201,0.26,1385,24.00,2.33,100,12,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.60
14492,-5.47,-3.12,14.59,14.36,13.52,201,0.25,1375,24.00,2.36,100,12,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.50
14561,-5.47,-3.12,14.59,14.36,13.68,201,0.26,1373,24.00,2.34,100,13,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.50
14630,-5.47,-3.12,14.59,14.36,13.60,201,0.26,1379,23.50,2.34,100,13,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.50
14700,-5.47,-3.12,14.59,14.36,13.68,201,0.26,1366,24.00,2.36,100,12,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.50
14768,-5.47,-3.12,14.59,14.36,13.60,201,0.26,1376,24.00,2.32,100,13,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.60
14837,-5.47,-3.12,14.59,14.36,13.60,201,0.26,1364,24.00,2.34,100,12,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.60
14906,-5.47,-3.12,14.59,14.36,13.68,201,0.26,1372,23.50,2.32,100,13,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.50
14975,-5.47,-3.12,14.59,14.36,13.76,201,0.26,1348,24.00,2.33,100,13,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.50
15044,-4.69,-3.12,14.59,14.36,13.60,201,0.26,1339,23.50,2.28,100,12,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.50
15113,-4.69,-3.12,14.70,14.36,13.60,201,0.26,1368,23.50,2.33,100,11,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.50
15182,-4.69,-3.12,14.59,14.36,13.68,201,0.26,1359,24.00,2.33,100,11,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.50
15251,-4.69,-3.12,14.59,14.36,13.68,201,0.26,1377,23.50,2.33,100,8,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.50
15320,-4.69,-3.12,14.70,14.36,13.68,201,0.25,1369,24.00,2.37,100,6,0.00,5.51,-8.85,5.88,5.88,0,0,0,14.50
15389,-3.91,-3.12,14.70,14.36,13.52,201,0.26,1394,24.00,2.36,100,4,0.00,5.51,-8.85,5.88,6.27,0,0,0,14.60
15458,-3.91,-3.12,14.70,14.36,13.68,201,0.26,1410,24.00,2.41,100,2,0.00,5.51,-8.85,6.05,6.27,0,0,0,14.60
15527,-3.12,-3.12,14.81,14.36,13.60,201,0.27,1401,24.50,2.42,100,2,0.00,5.51,-8.85,6.17,6.27,0,0,0,14.60
15596,-3.12,-3.12,14.81,14.36,13.68,201,0.26,1429,24.50,2.42,100,0,0.00,5.66,-8.71,6.24,6.27,0,0,0,14.80
15666,-2.34,-3.12,14.81,14.36,13.60,201,0.26,1430,25.00,2.48,100,0,0.00,5.66,-8.71,6.24,6.27,0,0,0,14.70
15735,-2.34,-3.12,14.93,14.36,13.68,201,0.26,1454,25.00,2.51,100,0,0.00,5.66,-8.71,6.27,6.27,0,0,0,14.70
15803,-1.56,-3.12,14.93,14.36,13.60,201,0.26,1480,25.00,2.51,100,0,0.00,5.66,-8.71,6.27,6.27,0,0,0,14.80
15872,-0.78,-3.12,14.93,14.36,13.60,201,0.25,1500,25.50,2.56,100,0,0.00,5.66,-8.71,6.31,6.27,0,0,0,14.80
15941,-0.78,-3.12,14.93,14.36,13.60,201,0.25,1496,25.50,2.58,100,0,0.00,5.66,-8.71,6.35,6.67,0,0,0,14.80
16010,-0.78,-3.12,14.81,14.36,13.52,201,0.25,1531,25.50,2.60,100,0,0.00,5.66,-8.71,6.35,6.67,0,0,0,14.90
16079,-0.78,-3.12,14.81,14.36,13.60,201,0.25,1542,26.00,2.61,100,0,0.00,5.66,-8.71,6.42,6.67,0,0,0,14.90
16148,-0.78,-3.12,14.70,14.36,13.60,201,0.25,1554,26.00,2.65,100,0,0.00,5.66,-8.71,6.42,6.67,0,0,0,14.90
16217,-0.78,-3.12,14.70,14.36,13.60,201,0.25,1555,26.00,2.68,100,0,0.00,5.51,-8.85,6.46,6.67,0,0,0,14.70
16287,-0.78,-3.12,14.70,14.36,13.68,201,0.25,1556,26.00,2.67,100,0,0.00,5.51,-8.85,6.46,6.67,0,0,0,14.90
16356,-0.78,-3.12,14.59,14.36,13.68,201,0.25,1574,26.00,2.67,100,0,0.00,5.51,-8.85,6.46,6.67,0,0,0,14.90
16424,-0.78,-3.12,14.59,14.36,13.68,201,0.25,1582,26.00,2.69,100,0,0.00,5.51,-8.85,6.46,6.67,0,0,0,14.50
16493,-0.78,-3.12,14.59,14.36,13.60,201,0.24,1590,26.50,2.71,100,0,0.00,5.51,-8.85,6.49,6.67,0,0,0,14.50
16563,-1.56,-3.12,14.59,14.36,13.60,201,0.25,1584,26.50,2.73,100,0,0.00,5.51,-8.85,6.53,6.67,0,0,0,14.50
16632,-1.56,-3.12,14.59,14.36,13.68,201,0.25,1590,26.50,2.74,100,0,0.00,5.51,-8.85,6.53,6.67,0,0,0,14.50
16701,-1.56,-3.12,14.59,14.36,13.68,201,0.25,1592,26.50,2.72,100,0,0.00,5.51,-8.85,6.57,6.67,0,0,0,14.50
16769,-1.56,-3.12,14.59,14.36,13.52,201,0.25,1614,26.50,2.74,100,0,0.00,5.51,-8.85,6.57,6.67,0,0,0,14.40
16838,-1.56,-3.12,14.59,14.36,13.68,201,0.24,1613,26.50,2.73,100,0,0.00,5.51,-8.85,6.57,6.67,0,0,0,14.40
16907,-1.56,-3.12,14.59,14.36,13.68,201,0.24,1623,27.00,2.74,100,0,0.00,5.51,-8.85,6.60,6.67,0,0,0,14.50
16976,-1.56,-3.12,14.59,14.36,13.52,201,0.24,1614,27.00,2.78,100,0,0.00,5.37,-9.00,6.57,6.67,0,0,0,14.50
17046,-1.56,-3.12,14.59,14.36,13.52,201,0.24,1622,27.00,2.79,100,0,0.00,5.37,-9.00,6.60,6.67,0,0,0,14.50
17115,-1.56,-3.12,14.59,14.36,13.68,201,0.24,1623,27.00,2.80,100,0,0.00,5.37,-9.00,6.60,6.67,0,0,0,14.40
17183,-1.56,-3.12,14.59,14.36,13.68,201,0.24,1637,27.00,2.82,100,0,0.00,5.37,-9.00,6.60,6.67,0,0,0,14.60
17252,-1.56,-3.12,14.59,14.36,13.60,201,0.24,1655,27.50,2.80,100,0,0.00,5.37,-9.00,6.60,6.67,0,0,0,14.60
17321,-1.56,-3.12,14.59,14.36,13.68,201,0.24,1654,27.50,2.80,100,0,0.00,5.22,-9.14,6.57,6.67,0,0,0,14.50
17390,-1.56,-3.12,14.59,14.36,13.60,201,0.24,1662,27.50,2.82,100,0,0.00,5.22,-9.14,6.64,6.67,0,0,0,14.40
17460,-1.56,-3.12,14.59,14.36,13.68,201,0.24,1658,27.50,2.80,100,0,0.00,5.22,-9.14,6.64,6.67,0,0,0,14.60
17529,-1.56,-3.12,14.59,14.36,13.52,201,0.24,1659,27.50,2.81,100,0,0.00,5.22,-9.14,6.60,6.67,0,0,0,14.60
17598,-1.56,-3.91,14.59,14.36,13.76,201,0.24,1646,27.50,2.83,100,0,0.00,5.22,-9.14,6.64,6.67,0,0,0,14.50
17667,-1.56,-3.91,14.59,14.36,13.52,201,0.24,1656,27.50,2.84,100,0,0.00,5.22,-9.14,6.64,6.67,0,0,0,14.50
17736,-1.56,-3.91,14.59,14.36,13.52,201,0.24,1654,27.50,2.84,100,0,0.00,5.22,-9.14,6.60,6.67,0,0,0,14.50
17804,-1.56,-3.91,14.59,14.36,13.60,201,0.24,1654,27.50,2.85,100,0,0.00,5.22,-9.14,6.57,6.67,0,0,0,14.60
17874,-1.56,-3.91,14.59,14.36,13.60,201,0.24,1666,27.50,2.86,100,0,0.00,5.22,-9.14,6.57,6.67,0,0,0,14.60
17943,-1.56,-3.91,14.59,14.36,13.68,201,0.24,1666,27.50,2.87,100,0,0.00,5.22,-9.14,6.57,6.67,0,0,0,14.60
18011,-1.56,-3.91,14.59,14.36,13.60,201,0.24,1686,27.50,2.86,100,0,0.00,5.22,-9.14,6.57,6.67,0,0,0,14.50
18080,-1.56,-3.91,14.59,14.36,13.68,201,0.23,1697,28.00,2.87,100,0,0.00,5.22,-9.14,6.60,6.67,0,0,0,14.60
18150,-1.56,-3.91,14.59,14.36,13.52,203,0.24,1695,28.00,2.87,100,0,0.00,5.08,-9.29,6.60,6.67,0,0,0,14.60
18219,-1.56,-3.91,14.59,14.36,13.68,201,0.23,1698,28.00,2.87,100,0,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.50
18288,-1.56,-3.91,14.59,14.36,13.60,201,0.23,1693,28.00,2.87,100,0,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.40
18357,-1.56,-3.91,14.59,14.36,13.68,201,0.23,1693,28.00,2.86,100,0,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.40
18429,-1.56,-3.91,14.59,14.36,13.60,201,0.23,1687,28.00,2.85,100,0,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.50
18494,-1.56,-3.91,14.59,14.36,13.68,203,0.23,1680,28.00,2.87,100,0,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.50
18564,-0.78,-3.91,14.70,14.36,13.60,203,0.23,1663,28.00,2.86,100,1,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.50
18633,-0.78,-3.91,14.59,14.36,13.68,203,0.23,1661,27.50,2.86,100,1,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.50
18702,-0.78,-3.91,14.70,14.36,13.68,203,0.24,1657,27.50,2.86,100,1,0.00,5.22,-9.14,6.57,6.67,0,0,0,14.90
18771,-0.78,-3.91,14.59,14.36,13.52,203,0.24,1662,27.50,2.87,100,1,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.70
18840,-0.78,-3.91,14.59,14.36,13.52,203,0.24,1666,27.50,2.87,100,1,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.70
18909,-1.56,-3.91,14.59,14.36,13.60,203,0.24,1673,27.50,2.88,100,1,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.60
18977,-1.56,-3.91,14.59,14.36,13.76,203,0.23,1681,27.50,2.85,100,1,0.00,5.08,-9.29,6.53,6.67,0,0,0,14.50
19047,-1.56,-3.91,14.59,14.36,13.60,203,0.23,1693,28.00,2.87,100,1,0.00,5.08,-9.29,6.53,6.67,0,0,0,14.50
19116,-1.56,-3.91,14.59,14.36,13.68,203,0.23,1698,28.00,2.87,100,2,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.50
19185,-1.56,-3.91,14.59,14.36,13.52,203,0.23,1704,28.00,2.89,100,2,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.50
19254,-1.56,-3.91,14.59,14.36,13.68,203,0.23,1696,28.00,2.87,100,2,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.50
19323,-1.56,-3.91,14.59,14.36,13.60,203,0.23,1698,28.00,2.87,100,2,0.00,5.08,-9.29,6.53,6.67,0,0,0,14.50
19392,-1.56,-3.91,14.59,14.36,13.68,203,0.23,1693,28.00,2.86,100,2,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.50
19461,-0.78,-3.91,14.59,14.36,13.68,203,0.23,1692,28.00,2.87,100,3,0.00,5.08,-9.29,6.53,6.67,0,0,0,14.60
19530,-0.78,-3.91,14.59,14.36,13.60,203,0.23,1688,28.00,2.88,100,3,0.00,5.08,-9.29,6.53,6.67,0,0,0,14.60
19599,-0.78,-3.91,14.70,14.36,13.76,203,0.23,1675,28.00,2.89,100,3,0.00,5.08,-9.29,6.53,6.67,0,0,0,14.70
19668,-0.78,-3.91,14.70,14.36,13.52,203,0.23,1678,28.00,2.88,100,3,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.70
19737,-0.78,-3.91,14.70,14.36,13.68,203,0.23,1674,28.00,2.88,100,4,0.00,5.08,-9.29,6.53,6.67,0,0,0,14.70
19806,-0.78,-3.91,14.59,14.36,13.52,203,0.23,1676,28.00,2.88,100,4,0.00,5.08,-9.29,6.53,6.67,0,0,0,14.70
19875,-0.78,-3.91,14.59,14.36,13.68,203,0.23,1680,28.00,2.89,100,4,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.60
19944,-0.78,-3.91,14.59,14.36,13.52,203,0.23,1678,28.00,2.88,100,5,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.60
20013,-0.78,-3.91,14.59,14.36,13.68,203,0.23,1676,27.50,2.88,100,5,0.00,5.08,-9.29,6.53,6.67,0,0,0,14.60
20081,-0.78,-3.91,14.59,14.36,13.68,203,0.23,1682,28.00,2.87,100,5,0.00,5.08,-9.29,6.53,6.67,0,0,0,14.60
20151,-0.78,-3.91,14.59,14.36,13.60,203,0.23,1694,28.00,2.86,100,5,0.00,5.08,-9.29,6.53,6.67,0,0,0,14.60
20220,-0.78,-3.91,14.59,14.36,13.52,203,0.23,1697,28.00,2.87,100,6,0.00,5.08,-9.29,6.53,6.67,0,0,0,14.40
20289,-0.78,-3.91,14.59,14.36,13.60,203,0.23,1693,28.00,2.87,100,6,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.60
20359,-0.78,-3.91,14.59,14.36,13.68,203,0.23,1692,28.00,2.86,100,6,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.60
20427,-0.78,-3.91,14.59,14.36,13.60,203,0.23,1690,28.00,2.86,100,6,0.00,5.08,-9.29,6.53,6.67,0,0,0,14.50
20496,-0.78,-3.91,14.59,14.36,13.76,203,0.23,1692,28.00,2.86,100,7,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.50
20565,-0.78,-3.91,14.59,14.36,13.60,203,0.23,1685,28.00,2.84,100,7,0.00,5.08,-9.29,6.57,6.67,0,0,0,14.50
20634,-0.78,-3.91,14.59,14.36,13.76,203,0.23,1681,28.00,2.87,100,7,0.00,5.22,-9.14,6.57,6.67,0,0,0,14.50
20704,-0.78,-3.91,14.59,14.36,13.60,203,0.23,1673,28.00,2.87,100,7,0.00,5.22,-9.14,6.57,6.67,0,0,0,14.60
20772,-0.78,-3.91,14.59,14.36,13.76,203,0.23,1665,28.00,2.87,100,8,0.00,5.22,-9.14,6.53,6.67,0,0,0,14.50
20841,-0.78,-3.91,14.59,14.36,13.52,203,0.23,1665,28.00,2.87,100,8,0.00,5.22,-9.14,6.53,6.67,0,0,0,14.50
20910,-0.78,-3.91,14.59,14.36,13.68,203,0.23,1670,27.50,2.87,100,8,0.00,5.22,-9.14,6.57,6.67,0,0,0,14.50
20980,-0.78,-3.91,14.59,14.36,13.76,203,0.23,1675,27.50,2.89,100,8,0.00,5.22,-9.14,6.53,6.67,0,0,0,14.50
21048,-0.78,-3.91,14.59,14.36,13.60,203,0.24,1667,28.00,2.87,100,8,0.00,5.22,-9.14,6.53,6.67,0,0,0,14.50
21118,-0.78,-3.91,14.59,14.36,13.76,203,0.23,1682,27.50,2.85,100,9,0.00,5.22,-9.14,6.53,6.67,0,0,0,14.50
21186,-0.78,-3.91,14.59,14.36,13.60,203,0.23,1680,27.50,2.85,100,9,0.00,5.22,-9.14,6.53,6.67,0,0,0,14.50
21255,-0.78,-3.91,14.59,14.36,13.60,203,0.24,1682,27.50,2.84,100,9,0.00,5.22,-9.14,6.53,6.67,0,0,0,14.50
21324,-0.78,-3.91,14.59,14.36,13.52,203,0.24,1685,27.50,2.84,100,9,0.00,5.22,-9.14,6.57,6.67,0,0,0,14.50
21393,-0.78,-4.69,14.59,14.36,13.68,203,0.23,1684,28.00,2.84,100,10,0.00,5.22,-9.14,6.57,6.67,0,0,0,14.50
21463,-0.78,-4.69,14.59,14.36,13.68,203,0.23,1680,28.00,2.84,100,10,0.00,5.22,-9.14,6.57,6.67,0,0,0,14.50
21531,-0.78,-4.69,14.59,14.36,13.68,203,0.24,1677,28.00,2.84,100,10,0.00,5.22,-9.14,6.57,6.67,0,0,0,14.50
21600,-0.78,-4.69,14.59,14.36,13.52,203,0.23,1666,28.00,2.87,100,10,0.00,5.22,-9.14,6.53,6.67,0,0,0,14.50
21669,-0.78,-4.69,14.59,14.36,13.60,203,0.23,1670,28.00,2.87,100,11,0.00,5.22,-9.14,6.53,6.67,0,0,0,14.50
21738,-0.78,-4.69,14.59,14.36,13.60,203,0.23,1670,28.00,2.88,100,11,0.00,5.22,-9.14,6.57,6.67,0,0,0,14.50
21808,-0.78,-4.69,14.59,14.36,13.60,203,0.24,1673,28.00,2.88,100,11,0.00,5.22,-9.14,6.54,6.67,0,0,0,14.50
21875,-0.78,-4.69,14.59,14.36,13.68,203,0.23,1676,27.50,2.89,100,12,0.00,5.22,-9.14,6.54,6.67,0,0,0,14.50
21945,-0.78,-4.69,14.59,14.36,13.60,203,0.23,1676,28.00,2.88,100,12,0.00,5.22,-9.14,6.54,6.67,0,0,0,14.50
22014,-0.78,-4.69,14.59,14.36,13.60,203,0.23,1672,27.50,2.88,100,12,0.00,5.22,-9.14,6.54,6.67,0,0,0,14.40
22083,-0.78,-4.69,14.59,14.36,13.60,203,0.24,1687,27.50,2.85,100,12,0.00,5.22,-9.14,6.57,6.67,0,0,0,14.50
22152,0.00,-4.69,14.59,14.36,13.68,203,0.24,1673,27.50,2.83,100,13,0.00,5.22,-9.14,6.57,6.67,0,0,0,14.50
22221,-0.78,-4.69,14.59,14.36,13.52,203,0.24,1663,27.50,2.81,100,13,0.00,5.22,-9.14,6.57,6.67,0,0,0,14.50
22291,0.00,-4.69,14.59,14.36,13.68,203,0.24,1663,27.50,2.81,100,13,0.00,5.37,-9.00,6.57,6.67,0,0,0,14.60
22359,-0.78,-4.69,14.59,14.36,13.68,203,0.24,1662,27.50,2.81,100,13,0.00,5.37,-9.00,6.57,6.67,0,0,0,14.60
22428,-0.78,-4.69,14.59,14.36,13.68,203,0.24,1653,27.50,2.82,100,14,0.00,5.37,-9.00,6.57,6.67,0,0,0,14.50
22497,-0.78,-4.69,14.59,14.36,13.68,203,0.24,1638,27.50,2.82,100,14,0.00,5.37,-9.00,6.57,6.67,0,0,0,14.50
22566,-0.78,-4.69,14.59,14.36,13.60,203,0.24,1635,27.50,2.81,100,14,0.00,5.37,-9.00,6.54,6.67,0,0,0,14.40
22635,-0.78,-4.69,14.47,14.36,13.68,203,0.24,1628,27.50,2.80,100,14,0.00,5.37,-9.00,6.58,6.67,0,0,0,14.40
22704,-1.56,-4.69,14.47,14.36,13.68,203,0.24,1621,27.00,2.79,100,14,0.00,5.37,-9.00,6.58,6.67,0,0,0,14.40
22773,-1.56,-4.69,14.47,14.36,13.68,203,0.24,1639,27.00,2.76,100,14,0.00,5.51,-8.85,6.61,6.67,0,0,0,14.40
22842,-2.34,-4.69,14.47,14.36,13.60,203,0.24,1635,27.00,2.76,100,15,0.00,5.51,-8.85,6.61,6.67,0,0,0,14.40
22911,-1.56,-4.69,14.47,14.36,13.68,203,0.24,1635,27.00,2.76,100,15,0.00,5.51,-8.85,6.65,6.67,0,0,0,14.40
22980,-2.34,-4.69,14.47,14.36,13.68,203,0.25,1623,27.00,2.77,100,15,0.00,5.51,-8.85,6.65,6.67,0,0,0,14.40
23049,-2.34,-4.69,14.47,14.36,13.60,203,0.24,1611,27.00,2.77,100,15,0.00,5.51,-8.85,6.61,6.67,0,0,0,14.40
23118,-2.34,-4.69,14.47,14.36,13.60,203,0.25,1612,27.00,2.78,100,15,0.00,5.51,-8.85,6.61,6.67,0,0,0,14.40
23188,-2.34,-4.69,14.47,14.36,13.68,203,0.25,1611,26.50,2.76,100,16,0.00,5.51,-8.85,6.61,6.67,0,0,0,14.50
23256,-2.34,-4.69,14.47,14.36,13.68,203,0.25,1618,26.50,2.75,100,16,0.00,5.51,-8.85,6.61,6.67,0,0,0,14.50
23325,-2.34,-4.69,14.47,14.36,13.52,203,0.25,1616,26.50,2.74,100,16,0.00,5.66,-8.71,6.62,6.67,0,0,0,14.40
23394,-3.12,-4.69,14.47,14.36,13.68,203,0.25,1609,27.00,2.73,100,17,0.00,5.66,-8.71,6.66,6.67,0,0,0,14.40
23463,-3.12,-4.69,14.47,14.36,13.60,203,0.25,1610,26.50,2.75,100,17,0.00,5.66,-8.71,6.62,6.67,0,0,0,14.50
23532,-3.12,-4.69,14.47,14.36,13.60,203,0.25,1585,26.50,2.72,100,17,0.00,5.66,-8.71,6.66,6.67,0,0,0,14.50
23601,-3.12,-4.69,14.47,14.36,13.60,203,0.25,1583,26.50,2.73,100,17,0.00,5.66,-8.71,6.66,6.67,0,0,0,14.50
23671,-3.12,-4.69,14.47,14.36,13.60,203,0.25,1584,26.50,2.70,100,17,0.00,5.66,-8.71,6.66,6.67,0,0,0,14.40
23740,-3.91,-4.69,14.47,14.36,13.60,203,0.25,1604,26.50,2.70,100,17,0.00,5.66,-8.71,6.66,6.67,0,0,0,14.40
23807,-3.91,-4.69,14.47,14.36,13.68,203,0.25,1585,26.50,2.68,100,18,0.00,5.66,-8.71,6.66,6.67,0,0,0,14.40
23877,-3.91,-4.69,14.47,14.36,13.68,203,0.25,1578,26.50,2.71,100,18,0.00,5.80,-8.56,6.69,6.67,0,0,0,14.50
23946,-3.91,-4.69,14.47,14.36,13.44,203,0.25,1567,26.50,2.70,100,18,0.00,5.80,-8.56,6.66,6.67,0,0,0,14.50
24015,-3.91,-4.69,14.47,14.36,13.68,203,0.25,1568,26.00,2.70,100,18,0.00,5.80,-8.56,6.66,6.67,0,0,0,14.40
24084,-3.91,-4.69,14.47,14.36,13.76,203,0.26,1580,26.50,2.67,100,18,0.00,5.80,-8.56,6.66,6.67,0,0,0,14.50
