Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Learning Airflow Range (Current)* (offset),Atmospheric Pressure (psi),Battery Voltage (V),CL/OL Fueling* (status),Closed Loop Fueling Target (4-byte)* (estimated AFR),Coolant Temperature (F),Engine Load (4-Byte)* (g/rev),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Final Fueling Base (4-byte)* (lambda),Gear (Calculated)* (position),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Knock Sum* (count),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Throttle Opening Angle (%),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
176523,4.69,0.00,1,14.51,13.60,8,14.66,185,0.46,0.51,734,0.00,1.00,2,0.5000,16.50,95,52,0.00,10,13.20,5.66,8.24,14.40
176627,2.34,0.78,1,14.51,13.76,8,14.65,185,0.46,0.47,730,0.00,1.00,2,0.5000,16.50,95,50,0.00,10,12.48,5.47,8.24,14.70
176731,3.91,0.00,2,14.51,13.60,8,14.64,185,0.48,0.52,605,0.00,0.90,2,0.5000,18.50,95,51,0.00,10,13.49,5.21,8.24,14.90
176835,4.69,0.78,1,14.51,13.52,8,14.65,185,0.48,0.51,662,0.00,1.00,2,0.5000,17.00,95,50,0.00,10,12.91,5.63,8.63,14.70
176939,5.47,0.78,2,14.51,13.84,8,14.65,185,0.48,0.40,762,0.00,1.07,2,0.5000,11.50,95,47,0.00,10,13.78,5.25,8.63,14.40
177043,3.91,0.00,1,14.51,13.44,8,14.65,185,0.46,0.54,723,0.00,1.00,2,0.5000,16.50,95,51,0.00,10,13.20,5.92,8.24,14.80
177147,4.69,0.00,2,14.51,13.92,8,14.65,185,0.48,0.46,712,0.00,1.00,2,0.5000,15.00,95,50,0.00,10,12.48,5.92,8.24,14.50
177251,2.34,0.00,2,14.51,13.84,8,14.65,185,0.48,0.46,645,0.00,1.00,2,0.5000,13.50,95,52,0.00,10,13.64,5.40,7.84,14.80
177355,0.78,0.78,1,14.51,13.68,8,14.65,185,0.47,0.51,711,0.00,1.00,2,0.5000,17.50,95,50,0.00,10,12.77,5.76,8.63,14.20
177459,0.00,0.78,2,14.51,13.84,8,14.65,185,0.48,0.42,758,0.00,1.00,2,0.5000,16.00,95,49,0.00,10,12.48,5.31,8.63,14.30
177563,1.56,0.00,1,14.51,13.36,8,14.65,185,0.47,0.53,616,0.00,1.00,2,0.5000,19.50,95,52,0.00,10,13.49,5.73,8.63,14.10
177667,2.34,0.78,2,14.51,13.84,8,14.64,185,0.48,0.50,702,0.00,1.00,2,0.5000,17.50,95,50,0.00,10,12.62,5.56,8.24,14.30
177771,3.91,0.00,2,14.51,13.68,8,14.63,185,0.50,0.52,586,0.00,0.91,2,0.5000,18.50,95,51,0.00,10,13.78,5.12,8.63,14.40
177875,3.12,0.00,1,14.51,13.60,8,14.64,185,0.49,0.46,744,0.00,1.05,2,0.5000,21.50,95,49,0.00,10,12.62,5.69,8.63,14.70
177979,3.91,0.78,2,14.51,13.68,8,14.63,185,0.50,0.44,646,0.00,0.92,2,0.5000,15.50,95,51,0.00,10,13.78,5.18,8.24,14.50
178083,4.69,0.00,1,14.51,13.76,8,14.64,185,0.49,0.49,690,0.00,1.00,2,0.5000,11.50,95,49,0.00,10,12.91,5.76,8.24,15.20
178187,3.12,0.78,1,14.51,13.84,8,14.65,185,0.47,0.41,813,0.00,1.09,2,0.5000,11.50,95,48,0.00,10,12.33,5.82,8.63,15.10
178291,2.34,0.00,2,14.51,13.68,8,14.65,185,0.47,0.51,683,0.00,0.94,2,0.5000,14.00,95,51,0.00,10,13.20,5.69,8.63,14.70
178394,3.91,0.00,2,14.51,13.76,8,14.65,185,0.47,0.56,720,0.00,1.00,2,0.5000,20.50,95,50,0.00,10,12.91,5.92,8.63,14.60
178499,2.34,0.78,2,14.51,14.00,8,14.64,185,0.49,0.45,670,0.00,1.00,2,0.5000,15.50,95,52,0.00,10,13.64,5.47,8.24,14.70
178603,3.12,0.00,1,14.51,13.76,8,14.64,185,0.48,0.52,664,0.00,1.00,2,0.5000,13.00,95,49,0.00,10,13.49,5.79,8.24,15.70
178707,1.56,0.78,1,14.51,13.68,8,14.65,185,0.47,0.41,794,0.00,1.09,2,0.5000,12.50,95,48,0.00,10,12.33,5.69,9.02,15.70
178811,2.34,0.00,2,14.51,13.68,8,14.65,185,0.47,0.47,687,0.00,0.93,2,0.5000,15.50,95,51,0.00,10,13.06,5.69,8.63,15.40
178916,3.12,0.00,2,14.51,13.84,8,14.65,185,0.47,0.52,745,0.00,1.00,2,0.5000,16.50,95,50,0.00,10,12.77,5.98,8.63,14.70
179019,-0.78,0.00,2,14.51,13.92,8,14.65,185,0.48,0.48,758,0.00,1.00,2,0.5000,16.00,95,50,0.00,10,12.48,5.76,8.63,15.60
179123,0.00,0.00,2,14.51,13.60,8,14.64,185,0.49,0.49,656,0.00,1.00,2,0.5000,16.00,95,50,0.00,10,13.64,5.40,8.63,13.80
179227,-1.56,0.78,1,14.51,13.60,8,14.65,185,0.48,0.47,759,0.00,1.00,2,0.5000,21.50,95,50,0.00,10,12.48,5.76,8.63,15.70
179331,1.56,0.00,2,14.51,13.52,8,14.63,185,0.49,0.53,615,0.00,0.88,2,0.5000,17.00,95,52,0.00,10,13.64,5.47,9.02,14.30
179435,3.12,0.78,1,14.51,13.68,8,14.63,185,0.50,0.54,640,0.00,1.00,2,0.5000,18.50,95,50,0.00,10,13.06,5.85,9.02,14.30
179539,2.34,0.78,2,14.51,13.76,8,14.64,185,0.50,0.42,758,0.00,1.07,2,0.5000,16.00,95,49,0.00,10,12.62,5.31,9.02,14.10
179644,2.34,0.00,1,14.51,13.36,8,14.64,185,0.49,0.54,609,0.00,1.00,2,0.5000,19.50,95,52,0.00,10,13.49,5.85,8.24,14.80
179747,2.34,0.78,2,14.51,13.92,8,14.64,185,0.50,0.43,708,0.00,1.06,2,0.5000,13.50,95,50,0.00,10,12.48,5.82,9.02,15.10
179851,0.00,0.00,2,14.51,14.00,8,14.64,185,0.49,0.42,781,0.00,1.00,2,0.5000,11.50,95,51,0.00,10,13.49,5.69,8.63,15.10
179955,0.00,0.00,2,14.51,13.84,8,14.65,185,0.47,0.50,806,0.00,1.00,2,0.5000,11.50,95,49,0.00,10,13.35,6.20,9.02,14.10
180059,-0.78,0.00,2,14.51,13.76,8,14.65,185,0.47,0.47,784,0.00,1.00,2,0.5000,16.00,95,50,0.00,10,12.48,6.08,9.02,14.20
180163,1.56,0.00,2,14.51,13.44,8,14.64,185,0.48,0.56,624,0.00,0.88,2,0.5000,16.50,95,52,0.00,10,13.49,5.66,8.63,14.10
180267,3.12,0.00,2,14.51,13.84,8,14.64,185,0.49,0.50,732,0.00,1.00,2,0.5000,16.50,95,50,0.00,10,12.91,5.99,9.02,14.10
180371,-0.78,0.00,2,14.51,13.76,8,14.64,185,0.49,0.43,713,0.00,1.00,2,0.5000,15.50,95,50,0.00,10,12.48,5.63,9.02,15.00
180475,0.00,0.00,2,14.51,14.08,8,14.64,185,0.48,0.48,708,0.00,1.00,2,0.5000,13.00,95,49,0.00,10,13.35,5.73,8.24,14.10
180580,-0.78,0.00,2,14.51,13.68,8,14.65,185,0.48,0.48,751,0.00,1.00,2,0.5000,21.00,95,49,0.00,10,12.77,6.06,9.02,14.30
180683,0.78,0.00,2,14.51,13.92,8,14.64,185,0.49,0.49,669,0.00,0.89,2,0.5000,16.50,95,51,0.00,10,13.06,5.89,9.02,14.20
180787,2.34,0.00,2,14.51,13.44,8,14.63,185,0.50,0.59,695,0.00,0.93,2,0.5000,21.50,95,50,0.00,10,12.91,5.89,9.02,14.60
180891,1.56,0.78,2,14.51,13.84,8,14.63,185,0.51,0.46,718,0.00,1.00,2,0.5000,16.50,95,49,0.00,10,12.62,5.34,9.41,15.80
180995,3.12,0.00,1,14.51,14.00,8,14.64,185,0.50,0.46,679,0.00,1.00,2,0.5000,11.50,95,48,0.00,10,13.49,5.47,8.24,15.20
181099,0.78,0.78,1,14.51,13.76,8,14.65,185,0.48,0.53,776,0.00,1.09,2,0.5000,18.50,95,48,0.00,10,12.77,5.92,9.02,15.40
181203,1.56,0.00,2,14.51,13.84,8,14.64,185,0.49,0.46,701,0.00,1.00,2,0.5000,11.50,95,51,0.00,10,13.06,5.69,9.02,15.10
181308,1.56,0.00,2,14.51,13.92,8,14.65,185,0.48,0.47,781,0.00,1.00,2,0.5000,11.50,95,51,0.00,10,13.06,6.05,9.02,15.70
181411,-1.56,0.00,2,14.51,13.60,8,14.65,185,0.47,0.54,767,0.00,1.00,2,0.5000,16.50,95,50,0.00,10,12.77,6.41,9.02,15.50
181515,-0.78,0.00,2,14.51,13.84,8,14.65,185,0.48,0.46,762,0.00,1.00,2,0.5000,16.00,95,50,0.00,10,13.06,5.79,8.63,14.30
181619,-1.56,0.00,2,14.51,13.76,8,14.64,185,0.48,0.54,685,0.00,1.00,2,0.5000,17.50,95,52,0.00,10,13.35,6.31,8.63,14.20
181724,-3.91,0.00,2,14.51,13.60,8,14.64,185,0.49,0.50,740,0.00,1.00,2,0.5000,17.00,95,50,0.00,10,12.62,6.27,9.02,14.40
181828,0.00,0.00,2,14.51,13.52,8,14.63,185,0.51,0.52,592,0.00,0.89,2,0.5000,16.50,95,51,0.00,10,13.78,5.69,9.02,14.30
181932,2.34,0.00,2,14.51,13.92,8,14.63,185,0.51,0.49,706,0.00,1.00,2,0.5000,16.00,95,50,0.00,10,12.91,6.03,9.02,14.80
182036,-1.56,0.00,2,14.51,13.84,8,14.64,185,0.50,0.43,839,0.00,1.09,2,0.5000,12.00,95,49,0.00,10,12.33,5.79,9.41,15.30
182140,-1.56,0.00,2,14.51,13.76,8,14.64,185,0.49,0.54,696,0.00,0.93,2,0.5000,16.50,95,51,0.00,10,13.35,6.03,8.63,14.00
182246,1.56,0.00,2,14.51,13.76,8,14.64,185,0.49,0.54,724,0.00,1.00,2,0.5000,18.50,95,50,0.00,10,12.91,6.20,9.02,14.00
182348,0.00,0.78,2,14.51,13.84,8,14.64,185,0.50,0.44,742,0.00,1.00,2,0.5000,16.50,95,50,0.00,10,13.78,5.60,9.02,14.30
182452,-1.56,0.00,1,14.51,13.44,8,14.64,185,0.49,0.54,643,0.00,1.00,2,0.5000,19.00,95,51,0.00,10,13.64,6.16,8.63,14.30
182555,0.78,0.00,2,14.51,13.76,8,14.63,185,0.50,0.50,730,0.00,1.00,2,0.5000,16.50,95,50,0.00,10,12.62,6.35,9.02,14.80
182660,1.56,0.00,2,14.51,13.92,8,14.63,185,0.50,0.44,802,0.00,1.00,2,0.5000,11.50,95,48,0.00,10,13.64,5.92,9.02,15.20
182764,-0.78,0.00,2,14.51,13.52,8,14.63,185,0.49,0.57,766,0.00,1.00,2,0.5000,18.00,95,49,0.00,10,12.77,6.35,9.02,15.00
182868,1.56,0.00,2,14.51,14.00,8,14.63,185,0.50,0.46,742,0.00,1.00,2,0.5000,13.00,95,50,0.00,10,12.48,6.23,9.02,15.00
182971,-0.78,0.00,2,14.51,13.84,8,14.64,185,0.50,0.44,729,0.00,1.00,2,0.5000,11.50,95,51,0.00,10,13.49,6.08,9.02,15.80
183076,-2.34,0.00,2,14.51,13.60,8,14.64,185,0.48,0.51,791,0.00,1.00,2,0.5000,11.50,95,50,0.00,10,12.62,6.49,9.02,14.20
183179,-0.78,0.00,2,14.51,13.76,8,14.64,185,0.48,0.47,815,0.00,1.00,2,0.5000,15.50,95,49,0.00,10,12.48,6.49,9.41,14.30
183284,0.00,0.00,2,14.51,13.52,8,14.63,185,0.49,0.54,696,0.00,0.89,2,0.5000,16.00,95,52,0.00,10,13.06,6.28,9.02,14.30
183388,0.78,0.00,2,14.51,13.76,8,14.63,185,0.50,0.48,823,0.00,1.00,2,0.5000,11.50,95,50,0.00,10,12.77,6.62,9.02,14.00
183491,-2.34,0.00,2,14.51,13.92,8,14.64,185,0.49,0.44,856,0.00,1.05,2,0.5000,11.50,95,50,0.00,10,12.33,6.54,9.02,17.80
183596,-3.12,0.00,2,14.51,13.84,8,14.64,185,0.49,0.48,776,0.00,1.00,2,0.5000,13.00,95,52,0.00,10,13.06,6.41,9.02,14.60
183700,-2.34,0.00,2,14.51,13.76,8,14.64,185,0.48,0.47,817,0.00,1.00,2,0.5000,12.00,95,51,0.00,10,12.91,6.35,9.02,14.50
183804,-3.91,0.00,2,14.51,13.68,8,14.64,185,0.48,0.49,769,0.00,1.00,2,0.5000,21.50,95,51,0.00,10,12.33,6.58,9.80,15.10
183908,-0.78,0.00,2,14.51,14.00,8,14.63,185,0.51,0.52,684,0.00,0.88,2,0.5000,17.00,95,52,0.00,10,13.06,6.19,9.80,14.20
184012,0.00,0.00,2,14.51,13.76,8,14.63,185,0.50,0.48,799,0.00,1.00,2,0.5000,12.00,95,51,0.00,10,13.06,6.27,9.02,14.50
184116,-1.56,0.00,2,14.51,13.68,8,14.64,185,0.49,0.47,834,0.00,1.06,2,0.5000,16.50,95,50,0.00,10,12.62,6.58,9.80,15.10
184220,0.78,0.00,2,14.51,13.84,8,14.63,185,0.50,0.49,780,0.00,1.00,2,0.5000,11.50,95,51,0.00,10,13.06,6.22,9.02,14.40
184324,0.00,0.00,2,14.51,13.84,8,14.64,185,0.49,0.50,819,0.00,1.00,2,0.5000,12.50,95,52,0.00,10,12.91,6.46,9.02,15.10
184428,-2.34,0.00,2,14.51,13.84,8,14.64,185,0.48,0.52,839,0.00,1.00,2,0.5000,16.50,95,50,0.00,10,12.62,6.88,9.41,15.40
184532,-3.91,0.00,2,14.51,13.84,8,14.64,185,0.49,0.48,796,0.00,1.00,2,0.5000,14.50,95,50,0.00,10,12.48,6.79,9.02,14.70
184636,-3.91,0.00,2,14.51,13.84,8,14.63,185,0.49,0.49,802,0.00,1.00,2,0.5000,14.00,95,51,0.00,10,12.91,6.58,9.02,14.40
184740,-2.34,0.00,2,14.51,13.52,8,14.63,185,0.49,0.60,787,0.00,0.93,2,0.5000,21.50,95,50,0.00,10,12.77,6.79,9.41,15.10
184844,0.78,0.00,2,14.51,13.92,8,14.63,185,0.52,0.45,753,0.00,1.00,2,0.5000,13.00,95,50,0.00,10,12.48,6.49,9.02,14.90
184948,-0.78,0.00,2,14.51,13.76,8,14.63,185,0.50,0.43,796,0.00,1.00,2,0.5000,11.50,95,51,0.00,10,13.35,6.49,8.63,15.40
185052,-2.34,0.00,2,14.51,13.68,8,14.64,185,0.48,0.56,886,0.00,1.00,2,0.5000,17.00,95,52,0.00,10,13.20,7.04,8.63,15.40
185156,-0.78,0.00,2,14.51,13.92,8,14.64,185,0.50,0.45,783,0.00,1.00,2,0.5000,15.50,95,50,0.00,10,12.48,6.54,9.41,14.70
185260,-2.34,0.00,2,14.51,13.84,8,14.64,185,0.49,0.45,828,0.00,1.00,2,0.5000,11.50,95,52,0.00,10,12.91,6.27,9.41,16.00
185365,-3.91,0.00,2,14.51,13.92,8,14.64,185,0.48,0.50,820,0.00,1.00,2,0.5000,15.50,95,52,0.00,10,12.91,6.54,9.02,14.80
185468,-3.91,0.00,2,14.51,13.84,8,14.64,185,0.48,0.50,862,0.00,1.00,2,0.5000,16.00,95,51,0.00,10,12.48,6.88,9.80,14.70
185572,-3.91,0.00,2,14.51,13.92,8,14.64,185,0.48,0.48,828,0.00,1.00,2,0.5000,16.00,95,50,0.00,10,12.48,6.75,9.02,15.50
185676,-2.34,0.00,2,14.51,13.76,8,14.64,185,0.49,0.51,713,0.00,0.94,2,0.5000,16.50,95,52,0.00,10,12.91,6.58,9.02,15.40
185780,-1.56,0.00,2,14.51,13.68,8,14.63,185,0.49,0.57,782,0.00,1.00,2,0.5000,21.50,95,50,0.00,10,12.77,6.71,9.41,15.60
185884,-1.56,0.00,2,14.51,13.84,8,14.63,185,0.51,0.50,786,0.00,1.00,2,0.5000,17.00,95,50,0.00,10,12.48,6.75,9.80,16.00
185988,-1.56,0.00,2,14.51,13.84,8,14.63,185,0.51,0.47,736,0.00,1.00,2,0.5000,15.00,95,49,0.00,10,12.91,6.32,8.63,15.80
186092,-4.69,0.00,2,14.51,13.68,8,14.63,185,0.50,0.57,799,0.00,1.00,2,0.5000,21.50,95,49,0.00,10,12.77,6.88,9.41,15.60
186196,-3.12,0.00,2,14.51,14.00,8,14.63,185,0.52,0.44,774,0.00,1.00,2,0.5000,11.50,95,50,0.00,10,12.48,6.49,9.41,15.40
186300,-3.91,0.00,2,14.51,13.84,8,14.63,185,0.50,0.47,853,0.00,1.00,2,0.5000,12.50,95,51,0.00,10,13.06,6.58,9.02,15.70
186405,-4.69,0.00,2,14.51,13.68,8,14.64,185,0.49,0.50,834,0.00,1.00,2,0.5000,15.00,95,52,0.00,10,12.77,6.62,9.41,14.60
186509,-4.69,0.00,2,14.51,13.68,8,14.64,185,0.49,0.54,834,0.00,1.00,2,0.5000,17.50,95,51,0.00,10,12.77,6.96,9.02,15.70
186612,-5.47,0.00,2,14.51,13.84,8,14.63,185,0.50,0.50,775,0.00,1.00,2,0.5000,16.50,95,52,0.00,10,12.91,6.54,9.02,14.80
186717,-3.91,0.00,2,14.51,13.92,8,14.63,185,0.50,0.54,755,0.00,1.00,2,0.5000,17.50,95,52,0.00,10,13.06,6.54,9.02,15.20
186820,-3.12,0.00,2,14.51,13.76,8,14.63,185,0.51,0.53,790,0.00,1.00,2,0.5000,17.50,95,50,0.00,10,12.77,6.79,9.80,15.60
186924,-5.47,0.00,2,14.51,13.84,8,14.63,185,0.51,0.45,770,0.00,1.00,2,0.5000,16.50,95,50,0.00,10,12.33,6.30,9.80,15.60
187029,-5.47,0.00,2,14.51,13.68,8,14.63,185,0.51,0.59,690,0.00,1.00,2,0.5000,21.50,95,52,0.00,10,13.20,6.40,9.02,15.30
187132,-2.34,0.00,2,14.51,13.84,8,14.63,185,0.52,0.50,816,0.00,1.00,2,0.5000,16.50,95,50,0.00,10,12.48,6.75,9.80,14.20
187236,-6.25,0.00,2,14.51,13.92,8,14.63,185,0.51,0.46,779,0.00,1.00,2,0.5000,13.00,95,50,0.00,10,12.33,6.54,9.02,15.40
187341,-6.25,0.00,2,14.51,13.84,8,14.63,185,0.50,0.45,788,0.00,1.00,2,0.5000,14.50,95,50,0.00,10,12.91,6.42,9.02,14.50
187445,-7.81,0.00,2,14.51,13.60,8,14.63,185,0.49,0.62,782,0.00,0.92,2,0.5000,21.50,95,51,0.00,10,12.62,6.92,9.41,15.20
187548,-4.69,0.00,2,14.51,13.76,8,14.63,185,0.52,0.46,681,0.00,1.00,2,0.5000,15.50,95,50,0.00,10,12.48,6.58,9.80,14.20
187653,-5.47,0.00,2,14.51,13.76,8,14.63,185,0.51,0.49,819,0.00,1.00,2,0.5000,13.50,95,51,0.00,10,12.91,6.66,9.02,15.30
187757,-5.47,0.00,2,14.51,13.84,8,14.63,185,0.50,0.50,864,0.00,1.00,2,0.5000,14.00,95,50,0.00,10,12.91,6.96,9.41,14.80
187860,-7.03,0.00,2,14.51,13.76,8,14.64,185,0.49,0.48,856,0.00,1.00,2,0.5000,21.50,95,50,0.00,10,12.33,6.88,9.41,15.70
187964,-4.69,0.00,2,14.51,13.84,8,14.63,185,0.51,0.53,735,0.00,0.90,2,0.5000,19.50,95,52,0.00,10,13.06,6.41,9.02,14.40
188069,-3.91,0.00,2,14.51,13.76,8,14.63,185,0.50,0.50,876,0.00,1.00,2,0.5000,15.50,95,52,0.00,10,12.91,6.75,9.02,15.60
188173,-5.47,0.00,2,14.51,13.84,8,14.63,185,0.50,0.49,891,0.00,1.05,2,0.5000,14.00,95,50,0.00,10,12.48,7.00,9.41,15.40
188277,-6.25,0.00,2,14.51,13.84,8,14.64,185,0.49,0.48,848,0.00,1.00,2,0.5000,16.00,95,50,0.00,10,12.48,6.66,9.41,15.80
188381,-4.69,0.00,2,14.51,13.76,8,14.63,185,0.50,0.50,768,0.00,0.94,2,0.5000,16.50,95,51,0.00,10,12.91,6.58,9.02,15.50
188485,-5.47,0.00,2,14.51,13.76,8,14.63,185,0.50,0.59,778,0.00,1.00,2,0.5000,21.50,95,50,0.00,10,12.77,6.96,9.80,15.50
188589,-2.34,0.00,2,14.51,13.84,8,14.63,185,0.52,0.46,754,0.00,1.00,2,0.5000,15.00,95,50,0.00,10,12.48,6.38,9.41,15.70
188693,-3.91,0.00,2,14.51,13.76,8,14.63,185,0.51,0.44,896,0.00,1.05,2,0.5000,11.50,95,50,0.00,10,13.35,6.66,9.41,16.30
188797,-7.03,0.00,2,14.51,13.68,8,14.63,185,0.49,0.56,855,0.00,1.00,2,0.5000,19.00,95,50,0.00,10,12.62,7.13,9.41,15.00
188901,-3.91,0.00,2,14.51,14.00,8,14.63,185,0.51,0.46,784,0.00,1.00,2,0.5000,15.50,95,50,0.00,10,12.48,6.79,9.80,14.20
189005,-4.69,0.00,2,14.51,13.92,8,14.63,185,0.50,0.47,842,0.00,1.00,2,0.5000,13.00,95,52,0.00,10,13.06,6.62,9.41,16.30
189109,-6.25,0.00,2,14.51,13.76,8,14.63,185,0.50,0.52,815,0.00,1.00,2,0.5000,16.00,95,52,0.00,10,12.91,6.79,9.02,14.60
189212,-6.25,0.00,2,14.51,13.76,8,14.64,185,0.50,0.53,848,0.00,1.00,2,0.5000,17.00,95,50,0.00,10,12.62,7.00,9.80,15.50
189317,-6.25,0.00,2,14.51,13.84,8,14.63,185,0.50,0.48,818,0.00,1.00,2,0.5000,15.50,95,50,0.00,10,12.48,6.66,9.02,15.20
189421,-5.47,0.00,2,14.51,13.84,8,14.63,185,0.50,0.50,810,0.00,1.00,2,0.5000,16.00,95,51,0.00,10,12.91,6.71,9.02,15.50
189525,-4.69,0.00,2,14.51,13.68,8,14.63,185,0.50,0.57,802,0.00,1.00,2,0.5000,21.50,95,50,0.00,10,12.77,7.04,9.41,15.80
189629,-2.34,0.00,2,14.51,13.84,8,14.63,185,0.52,0.45,772,0.00,1.00,2,0.5000,15.00,95,50,0.00,10,12.48,6.71,9.80,15.80
189733,-2.34,0.00,2,14.51,13.76,8,14.63,185,0.51,0.47,868,0.00,1.00,2,0.5000,12.50,95,51,0.00,10,12.91,6.71,9.02,16.30
189837,-2.34,0.00,2,14.51,13.52,8,14.63,185,0.50,0.58,798,0.00,1.00,2,0.5000,19.50,95,52,0.00,10,13.06,7.09,9.41,16.00
189940,-0.78,0.00,2,14.51,13.84,8,14.63,185,0.51,0.47,797,0.00,1.05,2,0.5000,14.00,95,50,0.00,10,12.48,6.75,9.41,15.00
190045,-5.47,0.00,2,14.51,13.84,8,14.63,185,0.50,0.45,870,0.00,1.00,2,0.5000,13.00,95,51,0.00,10,12.33,6.62,9.02,16.10
190149,-4.69,0.00,2,14.51,13.84,8,14.63,185,0.49,0.52,805,0.00,1.00,2,0.5000,16.00,95,51,0.00,10,12.91,6.71,9.41,15.60
190253,-3.91,0.00,2,14.51,13.84,8,14.63,185,0.49,0.55,828,0.00,1.00,2,0.5000,19.50,95,50,0.00,10,12.77,7.13,9.80,15.60
190357,-4.69,0.00,2,14.51,13.76,8,14.63,185,0.51,0.47,816,0.00,1.00,2,0.5000,14.50,95,50,0.00,10,12.33,6.88,9.80,15.50
190461,-3.91,0.00,2,14.51,13.84,8,14.63,185,0.50,0.48,836,0.00,1.00,2,0.5000,15.00,95,51,0.00,10,12.91,6.71,9.02,15.80
190565,-2.34,0.00,2,14.51,13.76,8,14.63,185,0.50,0.57,820,0.00,1.00,2,0.5000,20.50,95,50,0.00,10,13.20,7.00,9.41,15.40
190669,-0.78,0.00,2,14.51,13.92,8,14.63,185,0.51,0.45,780,0.00,1.00,2,0.5000,15.50,95,50,0.00,10,12.48,6.71,9.41,15.60
190773,-1.56,0.00,2,14.51,13.92,8,14.63,185,0.50,0.46,862,0.00,1.00,2,0.5000,15.00,95,51,0.00,10,12.91,6.71,9.41,16.20
190877,-0.78,0.00,2,14.51,13.60,8,14.63,185,0.50,0.54,771,0.00,1.00,2,0.5000,17.00,95,52,0.00,10,13.06,6.71,9.02,15.50
190981,1.56,0.00,2,14.51,13.92,8,14.63,185,0.50,0.48,875,0.00,1.00,2,0.5000,15.50,95,50,0.00,10,12.48,7.00,9.80,16.00
191085,-2.34,0.00,2,14.51,14.00,8,14.64,185,0.49,0.46,883,0.00,1.00,2,0.5000,13.00,95,50,0.00,10,12.33,7.09,9.41,16.50
191189,-2.34,0.00,2,14.51,13.92,8,14.63,185,0.49,0.48,826,0.00,1.00,2,0.5000,15.50,95,51,0.00,10,12.91,6.66,9.41,15.90
191293,-2.34,0.00,2,14.51,13.68,8,14.64,185,0.49,0.52,878,0.00,1.00,2,0.5000,16.50,95,52,0.00,10,12.91,6.79,9.80,15.60
191397,-2.34,0.00,2,14.51,13.76,8,14.64,185,0.50,0.50,776,0.00,1.00,2,0.5000,18.00,95,51,0.00,10,12.77,7.00,9.41,15.70
191501,-3.12,0.00,2,14.51,13.84,8,14.63,185,0.50,0.48,800,0.00,1.00,2,0.5000,15.50,95,52,0.00,10,12.48,6.62,9.02,15.90
191605,-2.34,0.00,2,14.51,13.92,8,14.63,185,0.50,0.52,797,0.00,1.00,2,0.5000,16.50,95,52,0.00,10,12.91,6.83,9.02,15.90
191709,-1.56,0.00,2,14.51,13.92,8,14.63,185,0.50,0.56,810,0.00,1.00,2,0.5000,21.00,95,50,0.00,10,12.77,7.04,9.41,15.80
191813,-2.34,0.00,2,14.51,13.92,8,14.63,185,0.51,0.49,803,0.00,1.00,2,0.5000,16.50,95,50,0.00,10,12.48,6.62,9.41,16.20
191917,-2.34,0.00,2,14.51,13.76,8,14.63,185,0.52,0.50,755,0.00,1.00,2,0.5000,16.50,95,51,0.00,10,13.06,6.62,9.02,15.60
192021,-2.34,0.00,2,14.51,13.68,8,14.63,185,0.51,0.56,797,0.00,1.00,2,0.5000,21.00,95,50,0.00,10,12.77,6.96,9.41,16.00
192125,-1.56,0.00,2,14.51,14.00,8,14.63,185,0.52,0.46,805,0.00,1.00,2,0.5000,15.50,95,50,0.00,10,12.33,6.88,9.80,15.50
192229,-2.34,0.00,2,14.51,13.92,8,14.63,185,0.51,0.46,840,0.00,1.00,2,0.5000,12.50,95,51,0.00,10,12.91,6.71,9.02,15.60
192332,-2.34,0.00,2,14.51,13.52,8,14.63,185,0.50,0.56,881,0.00,1.00,2,0.5000,18.50,95,52,0.00,10,13.06,7.04,9.80,15.30
192437,0.00,0.00,2,14.51,13.84,8,14.63,185,0.51,0.46,800,0.00,1.00,2,0.5000,13.50,95,50,0.00,10,12.48,6.79,9.80,13.60
192541,-3.12,0.00,2,14.51,13.84,8,14.63,185,0.50,0.47,874,0.00,1.00,2,0.5000,12.50,95,51,0.00,10,12.33,6.92,9.41,14.70
192645,-3.91,0.00,2,14.51,13.84,8,14.63,185,0.50,0.50,830,0.00,1.00,2,0.5000,16.00,95,52,0.00,10,13.06,6.92,9.41,15.10
192749,-3.12,0.00,2,14.51,13.76,8,14.63,185,0.50,0.54,848,0.00,1.00,2,0.5000,17.00,95,50,0.00,10,12.77,7.17,9.80,15.30
192853,-3.91,0.00,2,14.51,13.92,8,14.63,185,0.51,0.49,812,0.00,1.00,2,0.5000,16.50,95,50,0.00,10,12.48,7.00,9.41,15.00
192957,-3.12,0.00,2,14.51,13.84,8,14.63,185,0.51,0.49,772,0.00,0.94,2,0.5000,16.50,95,52,0.00,10,13.06,6.66,9.41,15.30
193061,-2.34,0.00,2,14.51,13.68,8,14.63,185,0.51,0.50,873,0.00,1.00,2,0.5000,15.50,95,51,0.00,10,13.06,6.66,9.02,15.50
