Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Atmospheric Pressure (psi),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Throttle Opening Angle (%),Air Conditioning Switch (On/Off),Idle Switch (On/Off),Rear O2 Sensor Rich Signal (On/Off),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
12283,0.00,-1.56,14.70,14.36,12.80,192,0.38,826,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
12352,0.00,-1.56,14.70,14.36,12.80,192,0.38,823,17.00,1.93,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
12421,0.00,-1.56,14.70,14.36,12.72,192,0.38,818,17.00,1.92,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
12490,0.00,-1.56,14.70,14.36,12.80,192,0.39,810,17.00,1.90,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
12559,0.00,-1.56,14.59,14.36,12.88,192,0.39,815,17.00,1.91,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
12628,0.00,-1.56,14.70,14.36,12.96,192,0.39,824,17.00,1.91,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.60
12697,0.00,-1.56,14.70,14.36,12.88,192,0.39,823,17.00,1.91,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.50
12766,0.00,-1.56,14.70,14.36,12.88,192,0.38,823,17.00,1.90,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.50
12835,0.00,-1.56,14.70,14.36,12.88,192,0.39,820,17.00,1.91,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.60
12904,0.00,-1.56,14.70,14.36,12.96,192,0.39,819,17.00,1.92,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.70
12973,0.00,-1.56,14.70,14.36,12.80,192,0.39,821,17.00,1.93,106,0,0.00,8.56,-5.80,5.27,5.10,1,1,0,14.70
13042,0.00,-1.56,14.70,14.36,12.72,192,0.38,820,17.00,1.92,106,0,0.00,8.56,-5.80,5.27,5.10,1,1,0,14.70
13111,0.00,-1.56,14.70,14.36,12.88,192,0.38,823,17.00,2.11,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
13180,0.00,-1.56,14.70,14.36,12.80,192,0.38,815,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
13249,0.00,-1.56,14.70,14.36,12.80,192,0.38,815,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
13318,0.00,-1.56,14.70,14.36,12.80,192,0.38,822,17.00,2.14,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
13387,0.00,-1.56,14.70,14.36,12.88,192,0.38,828,16.50,1.96,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
13455,0.00,-1.56,14.70,14.36,12.88,192,0.38,826,16.50,1.96,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
13525,0.00,-1.56,14.70,14.36,12.96,192,0.38,826,16.50,1.94,106,0,0.00,8.56,-5.80,5.27,5.10,1,1,0,14.80
13594,0.00,-1.56,14.70,14.36,12.96,192,0.38,832,16.50,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
13663,0.00,-1.56,14.70,14.36,12.88,192,0.38,829,16.50,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
13732,-0.78,-1.56,14.70,14.36,12.80,192,0.38,826,16.50,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
13800,-0.78,-1.56,14.70,14.36,12.80,192,0.38,828,16.50,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
13870,0.00,-1.56,14.70,14.36,12.88,192,0.38,829,16.50,1.94,106,0,0.00,8.56,-5.80,5.27,5.10,1,1,0,14.70
13938,-0.78,-1.56,14.70,14.36,12.88,192,0.38,837,16.50,1.94,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.80
14008,-0.78,-1.56,14.70,14.36,12.80,192,0.38,832,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
14077,-0.78,-1.56,14.59,14.36,12.88,192,0.38,832,17.00,1.93,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
14146,-0.78,-1.56,14.70,14.36,12.96,192,0.38,830,17.00,1.94,106,0,0.00,8.56,-5.80,5.27,5.10,1,1,0,14.70
14215,-0.78,-1.56,14.59,14.36,12.88,192,0.38,837,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
14284,-0.78,-1.56,14.59,14.36,12.96,192,0.38,832,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.60
14353,-0.78,-1.56,14.59,14.36,12.88,192,0.38,834,17.00,1.96,106,0,0.00,8.56,-5.80,5.27,5.10,1,1,0,14.60
14422,-0.78,-1.56,14.70,14.36,12.80,192,0.38,833,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.60
14491,-0.78,-1.56,14.70,14.36,12.80,192,0.38,834,17.00,1.96,106,0,0.00,8.56,-5.80,5.27,5.10,1,1,0,14.60
14560,-0.78,-1.56,14.70,14.36,12.72,192,0.38,835,17.00,1.96,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.60
14629,-0.78,-1.56,14.70,14.36,12.80,192,0.38,830,17.00,1.95,106,0,0.00,8.56,-5.80,5.27,5.10,1,1,0,14.60
14698,-0.78,-1.56,14.70,14.36,12.80,192,0.38,824,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
14767,-0.78,-1.56,14.70,14.36,12.88,192,0.38,826,17.00,1.96,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
14836,-0.78,-1.56,14.70,14.36,12.88,192,0.38,828,17.00,1.96,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
14905,-0.78,-1.56,14.70,14.36,12.96,192,0.38,829,16.50,1.96,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
14974,0.00,-1.56,14.70,14.36,12.88,192,0.38,830,17.00,1.96,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
15043,-0.78,-1.56,14.70,14.36,12.96,192,0.38,830,16.50,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
15112,-0.78,-1.56,14.70,14.36,12.96,192,0.38,825,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.49,1,1,0,14.70
15181,-0.78,-1.56,14.70,14.36,12.80,192,0.38,828,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.49,1,1,0,14.80
15250,-0.78,-1.56,14.70,14.36,12.72,192,0.39,823,16.50,1.93,106,0,0.00,8.56,-5.80,5.27,5.49,1,1,0,14.80
15319,-0.78,-1.56,14.70,14.36,12.88,192,0.39,825,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
15388,-0.78,-1.56,14.70,14.36,12.80,192,0.39,825,16.50,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
15457,-0.78,-1.56,14.70,14.36,12.80,192,0.39,832,17.00,1.93,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
15526,-0.78,-1.56,14.70,14.36,12.88,192,0.39,830,17.00,1.92,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
15595,-0.78,-1.56,14.70,14.36,12.88,192,0.38,827,17.00,1.92,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
15664,-0.78,-1.56,14.70,14.36,12.88,192,0.39,820,17.00,1.91,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
15733,-0.78,-1.56,14.70,14.36,12.88,192,0.39,820,17.00,1.92,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.80
15802,0.00,-1.56,14.70,14.36,12.96,192,0.39,819,17.00,1.92,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.80
15870,0.00,-1.56,14.70,14.36,12.72,192,0.38,826,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.80
15939,0.00,-1.56,14.81,14.36,12.80,192,0.38,833,17.00,2.13,106,0,0.00,8.71,-5.66,5.30,5.49,1,1,0,14.80
16009,0.00,-1.56,14.70,14.36,12.80,192,0.38,832,17.00,2.13,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
16078,0.00,-1.56,14.70,14.36,12.80,192,0.38,826,17.00,2.13,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
16147,0.00,-1.56,14.81,14.36,12.80,192,0.38,825,17.00,2.14,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
16216,0.00,-1.56,14.81,14.36,12.88,192,0.38,828,17.00,2.15,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
16286,0.00,-1.56,14.81,14.36,12.88,192,0.38,830,17.00,2.15,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.80
16354,0.00,-1.56,14.81,14.36,12.88,192,0.38,834,16.50,1.98,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.80
16423,0.00,-1.56,14.81,14.36,12.88,192,0.38,836,16.50,1.98,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.90
16492,0.00,-1.56,14.70,14.36,12.88,192,0.38,832,16.50,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.90
16561,0.00,-1.56,14.70,14.36,12.80,192,0.38,834,16.50,1.96,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.90
16630,0.00,-1.56,14.70,14.36,12.80,192,0.38,835,16.50,1.96,106,0,0.00,8.56,-5.80,5.34,5.49,1,1,0,14.70
16699,0.00,-1.56,14.70,14.36,12.72,192,0.38,835,16.50,1.96,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.90
16769,0.00,-1.56,14.59,14.36,12.72,192,0.38,834,16.50,1.96,106,0,0.00,8.56,-5.80,5.34,5.49,1,1,0,14.90
16836,0.00,-1.56,14.70,14.36,12.80,192,0.38,833,16.50,1.95,106,0,0.00,8.56,-5.80,5.34,5.49,1,1,0,14.80
16906,0.00,-1.56,14.59,14.36,12.88,192,0.38,839,16.50,1.97,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
16975,-0.78,-1.56,14.59,14.36,12.96,192,0.38,836,16.50,1.96,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
17044,-0.78,-1.56,14.59,14.36,12.96,192,0.38,844,16.50,1.96,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
17113,-0.78,-1.56,14.59,14.36,12.96,192,0.38,843,16.50,1.96,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
17182,-0.78,-1.56,14.59,14.36,12.96,192,0.38,843,16.50,1.96,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.50
17252,-0.78,-1.56,14.59,14.36,12.88,192,0.38,837,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.50
17320,-0.78,-1.56,14.59,14.36,12.72,192,0.38,832,17.00,1.93,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.50
17389,-0.78,-1.56,14.59,14.36,12.72,192,0.38,831,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
17458,-0.78,-1.56,14.59,14.36,12.72,192,0.38,830,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
17527,-0.78,-1.56,14.59,14.36,12.64,192,0.38,831,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.50
17596,-0.78,-1.56,14.59,14.36,12.72,192,0.39,826,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.50
17665,-0.78,-1.56,14.59,14.36,12.80,192,0.38,826,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.50
17735,-0.78,-1.56,14.70,14.36,12.96,192,0.39,824,17.00,1.93,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
17803,-0.78,-1.56,14.70,14.36,12.88,192,0.38,819,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
17872,-0.78,-1.56,14.70,14.36,12.88,192,0.38,814,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
17941,-0.78,-1.56,14.70,14.36,12.88,192,0.39,824,17.00,1.96,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.50
18009,-0.78,-1.56,14.70,14.36,12.72,192,0.39,825,17.00,1.96,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
18079,-0.78,-1.56,14.70,14.36,12.72,192,0.39,825,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
18148,-0.78,-1.56,14.70,14.36,12.72,192,0.38,829,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
18217,-0.78,-1.56,14.59,14.36,12.72,192,0.38,828,16.50,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
18287,-0.78,-1.56,14.70,14.36,12.72,192,0.38,828,16.50,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
18355,-0.78,-1.56,14.70,14.36,12.80,192,0.38,832,16.50,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
18424,-0.78,-1.56,14.70,14.36,12.96,192,0.38,832,16.50,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
18493,-0.78,-1.56,14.70,14.36,12.96,192,0.38,832,16.50,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
18562,-0.78,-1.56,14.70,14.36,12.96,192,0.38,840,16.50,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
18631,-0.78,-1.56,14.70,14.36,12.96,192,0.38,841,16.50,1.96,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
18701,-0.78,-1.56,14.70,14.36,12.88,192,0.38,839,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.80
18769,-0.78,-1.56,14.70,14.36,12.80,192,0.38,839,17.00,1.96,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.80
18838,-0.78,-1.56,14.70,14.36,12.72,192,0.38,838,17.00,1.96,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
18907,-0.78,-1.56,14.70,14.36,12.80,192,0.38,839,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.70
18976,-0.78,-1.56,14.70,14.36,12.72,192,0.38,838,17.00,1.97,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
19045,-0.78,-1.56,14.70,14.36,12.72,192,0.38,841,17.00,1.97,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.70
19114,-0.78,-1.56,14.70,14.36,12.80,192,0.38,835,17.00,1.96,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
19184,-0.78,-1.56,14.70,14.36,12.80,192,0.38,832,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
19252,-0.78,-1.56,14.59,14.36,12.96,192,0.38,828,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
19321,-0.78,-1.56,14.70,14.36,12.96,192,0.38,830,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
19390,-0.78,-1.56,14.70,14.36,12.96,192,0.38,825,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
19459,-0.78,-1.56,14.70,14.36,12.72,192,0.38,821,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
19529,-0.78,-1.56,14.70,14.36,12.72,192,0.39,822,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.50
19597,-0.78,-1.56,14.70,14.36,12.72,192,0.39,825,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
19667,-0.78,-1.56,14.70,14.36,12.72,192,0.39,815,17.00,1.91,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.60
19735,-0.78,-1.56,14.70,14.36,12.72,192,0.39,819,17.00,1.92,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
19804,-0.78,-1.56,14.70,14.36,12.80,192,0.39,820,17.00,1.93,106,0,0.00,8.56,-5.80,5.27,5.49,1,1,0,14.70
19873,-0.78,-1.56,14.70,14.36,12.88,192,0.39,824,17.00,1.93,106,0,0.00,8.56,-5.80,5.27,5.49,1,1,0,14.70
19942,-0.78,-1.56,14.70,14.36,12.88,192,0.38,828,17.00,1.94,106,0,0.00,8.56,-5.80,5.27,5.10,1,1,0,14.80
20011,-0.78,-1.56,14.70,14.36,12.96,192,0.38,829,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.80
20080,-0.78,-1.56,14.70,14.36,12.88,192,0.38,837,16.50,1.96,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.80
20150,-0.78,-1.56,14.70,14.36,12.80,192,0.38,844,16.50,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.80
20219,-0.78,-1.56,14.70,14.36,12.72,192,0.38,839,16.50,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
20287,-0.78,-1.56,14.70,14.36,12.72,192,0.38,836,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
20356,-0.78,-1.56,14.70,14.36,12.72,192,0.38,834,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
20426,-0.78,-1.56,14.70,14.36,12.72,192,0.38,836,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.90
20494,-0.78,-1.56,14.70,14.36,12.80,192,0.38,837,17.00,1.96,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.80
20563,-0.78,-1.56,14.70,14.36,12.80,192,0.38,835,17.00,1.96,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.80
20633,-0.78,-1.56,14.70,14.36,12.80,192,0.38,830,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.70
20702,-0.78,-1.56,14.70,14.36,12.88,192,0.38,831,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.80
20770,-0.78,-1.56,14.70,14.36,12.88,192,0.38,836,17.00,1.96,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.80
20839,-0.78,-1.56,14.70,14.36,12.88,192,0.38,829,17.00,1.96,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.70
20908,-0.78,-1.56,14.70,14.36,12.72,192,0.38,828,17.00,1.96,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
20977,-0.78,-1.56,14.59,14.36,12.72,192,0.38,829,17.00,1.97,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
21047,-0.78,-1.56,14.70,14.36,12.72,192,0.38,828,17.00,1.97,106,0,0.00,8.56,-5.80,5.24,5.49,1,1,0,14.80
21115,-0.78,-1.56,14.70,14.36,12.72,192,0.39,825,16.50,1.96,106,0,0.00,8.56,-5.80,5.27,5.10,1,1,0,14.70
21184,-0.78,-1.56,14.70,14.36,12.72,192,0.38,827,17.00,1.96,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
21254,-0.78,-1.56,14.70,14.36,12.80,192,0.39,824,17.00,1.93,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.70
21323,-0.78,-1.56,14.70,14.36,12.88,192,0.38,827,17.00,1.94,106,0,0.00,8.56,-5.80,5.33,5.49,1,1,0,14.80
21391,-0.78,-1.56,14.59,14.36,12.80,192,0.39,822,17.00,1.93,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
21460,-0.78,-1.56,14.70,14.36,12.88,192,0.39,818,17.00,1.92,106,0,0.00,8.56,-5.80,5.33,5.49,1,1,0,14.60
21529,-0.78,-1.56,14.70,14.36,12.88,192,0.39,823,17.00,1.93,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
21599,-0.78,-1.56,14.70,14.36,12.80,192,0.38,835,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
21668,-0.78,-1.56,14.70,14.36,12.72,192,0.38,836,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
21736,-0.78,-1.56,14.70,14.36,12.72,192,0.38,836,17.00,1.94,106,0,0.00,8.56,-5.80,5.27,5.49,1,1,0,14.60
21805,-0.78,-1.56,14.70,14.36,12.72,192,0.38,831,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.80
21874,-0.78,-1.56,14.70,14.36,12.72,192,0.38,834,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.80
21943,-0.78,-1.56,14.70,14.36,12.80,192,0.38,833,17.00,1.95,106,0,0.00,8.56,-5.80,5.33,5.49,1,1,0,14.70
22013,-0.78,-1.56,14.70,14.36,12.80,192,0.39,837,17.00,1.96,106,0,0.00,8.56,-5.80,5.37,5.10,1,1,0,14.70
22082,-0.78,-1.56,14.70,14.36,12.88,192,0.38,835,17.00,1.96,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
22151,-0.78,-1.56,14.70,14.36,12.80,192,0.38,836,17.00,1.96,106,0,0.00,8.56,-5.80,5.33,5.10,1,1,0,14.80
22220,-0.78,-1.56,14.70,14.36,12.80,192,0.38,833,17.00,1.96,106,0,0.00,8.56,-5.80,5.33,5.10,1,1,0,14.70
22288,-0.78,-1.56,14.70,14.36,12.88,192,0.38,837,17.00,1.96,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
22358,-0.78,-1.56,14.70,14.36,12.80,192,0.38,840,17.00,1.97,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
22426,-0.78,-1.56,14.70,14.36,12.72,192,0.38,836,17.00,2.17,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.70
22496,-0.78,-1.56,14.70,14.36,12.80,192,0.38,836,17.00,1.99,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
22565,-0.78,-1.56,14.70,14.36,12.72,192,0.38,836,17.00,1.98,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
22633,-0.78,-1.56,14.70,14.36,12.72,192,0.38,834,17.00,1.97,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.90
22703,-0.78,-1.56,14.70,14.36,12.80,192,0.38,828,17.00,1.97,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.80
22772,-0.78,-1.56,14.70,14.36,12.80,192,0.38,826,17.00,1.96,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.80
22840,-0.78,-1.56,14.70,14.36,12.88,192,0.38,827,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.60
22910,-0.78,-1.56,14.70,14.36,12.80,192,0.39,822,17.00,1.93,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
22979,-0.78,-1.56,14.70,14.36,12.80,192,0.39,825,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
23048,-0.78,-1.56,14.70,14.36,12.64,190,0.39,825,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
23117,-0.78,-1.56,14.59,14.36,12.72,190,0.38,828,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
23186,-0.78,-1.56,14.59,14.36,12.72,190,0.38,827,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
23255,-0.78,-1.56,14.59,14.36,12.72,190,0.38,838,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
23324,-0.78,-1.56,14.70,14.36,12.72,190,0.38,840,16.50,1.95,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.70
23393,-0.78,-1.56,14.70,14.36,12.80,190,0.38,837,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
23462,-0.78,-1.56,14.70,14.36,12.80,190,0.38,834,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
23530,-0.78,-1.56,14.70,14.36,12.80,190,0.38,838,17.00,1.96,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.60
23600,-0.78,-1.56,14.70,14.36,12.88,190,0.38,838,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
23669,-0.78,-1.56,14.70,14.36,12.80,190,0.38,839,17.00,1.97,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
23738,-0.78,-1.56,14.70,14.36,12.72,190,0.38,830,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
23807,-0.78,-1.56,14.70,14.36,12.64,190,0.38,832,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
23876,-0.78,-1.56,14.70,14.36,12.72,190,0.38,831,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.60
23944,-0.78,-1.56,14.70,14.36,12.72,190,0.38,830,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.70
24014,-0.78,-1.56,14.70,14.36,12.72,190,0.38,822,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
24083,-0.78,-1.56,14.70,14.36,12.80,190,0.38,819,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
24152,-0.78,-1.56,14.70,14.36,12.80,190,0.39,822,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.80
24221,-0.78,-1.56,14.70,14.36,12.80,190,0.39,824,17.00,1.96,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.70
24289,-0.78,-1.56,14.70,14.36,12.80,190,0.39,825,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
24359,-0.78,-1.56,14.70,14.36,12.80,190,0.39,818,17.00,1.92,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.70
24428,-0.78,-1.56,14.70,14.36,12.80,190,0.39,825,17.00,1.94,106,0,0.00,8.56,-5.80,5.33,5.49,1,1,0,14.70
24497,-0.78,-1.56,14.70,14.36,12.64,190,0.39,822,17.00,2.10,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.70
24566,-0.78,-1.56,14.70,14.36,12.64,190,0.38,826,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.49,1,1,0,14.70
24635,-0.78,-1.56,14.70,14.36,12.72,190,0.39,826,17.00,1.94,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.80
