Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Atmospheric Pressure (psi),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Throttle Opening Angle (%),Air Conditioning Switch (On/Off),Idle Switch (On/Off),Rear O2 Sensor Rich Signal (On/Off),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
12282,7.03,0.00,14.59,14.36,14.00,106,0.34,1496,16.50,3.51,95,0,0.00,7.84,-6.53,8.55,8.63,0,1,0,14.50
12351,7.03,0.00,14.59,14.36,14.00,106,0.34,1512,17.00,3.50,95,0,0.00,7.84,-6.53,8.55,8.63,0,1,0,14.50
12420,7.03,0.00,14.59,14.36,13.92,106,0.34,1493,17.00,3.53,95,0,0.00,7.84,-6.53,8.55,8.63,0,1,0,14.50
12489,7.03,0.00,14.59,14.36,14.00,106,0.34,1509,17.00,3.56,95,0,0.00,7.84,-6.53,8.55,8.63,0,1,0,14.50
12559,6.25,0.00,14.59,14.36,13.92,106,0.34,1512,16.50,3.52,95,0,0.00,7.84,-6.53,8.51,8.63,0,1,0,14.50
12628,7.03,0.00,14.59,14.36,14.08,106,0.34,1522,16.50,3.56,95,0,0.00,7.84,-6.53,8.55,8.63,0,1,0,14.50
12696,7.03,0.00,14.59,14.36,14.00,106,0.34,1497,17.00,3.56,95,0,0.00,7.84,-6.53,8.55,8.63,0,1,0,14.60
12766,7.03,0.00,14.59,14.36,14.00,106,0.34,1502,17.00,3.54,95,0,0.00,7.84,-6.53,8.55,8.63,0,1,0,14.60
12835,7.03,0.00,14.59,14.36,14.00,106,0.34,1506,16.50,3.52,95,0,0.00,7.84,-6.53,8.55,8.63,0,1,0,14.60
12904,7.03,0.00,14.59,14.36,14.08,106,0.34,1517,17.00,3.54,95,0,0.00,7.84,-6.53,8.55,8.63,0,1,0,14.50
12973,7.03,0.00,14.59,14.36,14.00,106,0.34,1515,16.50,3.58,95,0,0.00,7.84,-6.53,8.59,8.63,0,1,0,14.60
13042,7.03,0.00,14.59,14.36,14.08,106,0.34,1519,16.50,3.58,95,0,0.00,7.84,-6.53,8.51,8.63,0,1,0,14.60
13110,7.03,0.00,14.59,14.36,14.00,106,0.34,1519,16.50,3.54,95,0,0.00,7.69,-6.67,8.55,8.63,0,1,0,14.60
13180,7.03,0.00,14.59,14.36,14.00,106,0.34,1518,17.00,3.52,95,0,0.00,7.69,-6.67,8.55,8.63,0,1,0,14.60
13248,7.03,0.00,14.59,14.36,13.92,106,0.34,1483,17.00,3.51,95,0,0.00,7.69,-6.67,8.55,8.63,0,1,0,14.60
13318,6.25,0.00,14.59,14.36,14.00,108,0.35,1491,17.00,3.50,95,0,0.00,7.84,-6.53,8.47,8.63,0,1,0,14.50
13387,6.25,0.00,14.59,14.36,13.92,108,0.35,1488,17.50,3.60,95,0,0.00,7.69,-6.67,8.55,8.63,0,1,0,14.60
13456,6.25,0.00,14.59,14.36,13.84,108,0.34,1476,18.00,3.47,95,0,0.00,7.84,-6.53,8.51,8.63,0,1,0,14.60
13524,6.25,0.00,14.59,14.36,14.08,108,0.34,1480,17.00,3.50,95,0,0.00,7.84,-6.53,8.47,8.63,0,1,0,14.50
13593,6.25,0.00,14.59,14.36,13.92,108,0.34,1488,17.00,3.47,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.50
13662,6.25,0.00,14.59,14.36,14.00,108,0.34,1488,17.00,3.49,95,0,0.00,7.84,-6.53,8.55,8.63,0,1,0,14.50
13732,6.25,0.00,14.59,14.36,13.92,108,0.34,1477,17.50,3.50,95,0,0.00,7.84,-6.53,8.47,8.63,0,1,0,14.50
13801,6.25,0.00,14.59,14.36,13.92,108,0.35,1478,17.50,3.43,95,0,0.00,7.84,-6.53,8.47,8.63,0,1,0,14.50
13869,6.25,0.00,14.59,14.36,14.00,108,0.34,1472,18.00,3.58,95,0,0.00,7.84,-6.53,8.47,8.63,0,1,0,14.50
13938,6.25,0.00,14.59,14.36,14.00,108,0.34,1471,17.50,3.47,95,0,0.00,7.84,-6.53,8.51,8.63,0,1,0,14.50
14007,6.25,0.00,14.59,14.36,14.08,108,0.35,1467,17.00,3.44,95,0,0.00,7.84,-6.53,8.47,8.63,0,1,0,14.60
14076,6.25,0.00,14.59,14.36,14.08,108,0.35,1490,17.00,3.47,95,0,0.00,7.84,-6.53,8.47,8.63,0,1,0,14.60
14146,6.25,0.00,14.59,14.36,13.92,108,0.34,1478,17.00,3.51,95,0,0.00,7.84,-6.53,8.55,8.63,0,1,0,14.60
14215,6.25,0.00,14.59,14.36,14.08,108,0.34,1478,16.50,3.51,95,0,0.00,7.84,-6.53,8.43,8.63,0,1,0,14.60
14284,6.25,0.00,14.59,14.36,14.08,108,0.34,1492,16.50,3.47,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.50
14353,6.25,0.00,14.59,14.36,14.00,108,0.34,1498,17.00,3.51,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.50
14421,6.25,0.00,14.59,14.36,14.00,108,0.34,1474,17.00,3.49,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.50
14490,6.25,0.00,14.59,14.36,13.92,108,0.34,1498,17.00,3.48,95,0,0.00,7.84,-6.53,8.47,8.63,0,1,0,14.60
14560,6.25,0.00,14.59,14.36,14.00,108,0.34,1477,17.00,3.59,95,0,0.00,7.84,-6.53,8.47,8.63,0,1,0,14.60
14629,6.25,0.00,14.59,14.36,14.00,108,0.34,1470,17.00,3.47,95,0,0.00,7.84,-6.53,8.47,8.63,0,1,0,14.60
14697,6.25,0.00,14.59,14.36,14.00,108,0.35,1464,17.00,3.43,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.60
14767,6.25,0.00,14.59,14.36,14.00,108,0.35,1476,17.00,3.59,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.60
14836,6.25,0.00,14.59,14.36,13.92,108,0.34,1472,17.00,3.47,95,0,0.00,7.84,-6.53,8.43,8.63,0,1,0,14.50
14904,6.25,0.00,14.59,14.36,14.00,108,0.34,1465,17.00,3.45,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.50
14974,6.25,0.00,14.59,14.36,14.00,108,0.35,1472,17.00,3.43,95,0,0.00,7.84,-6.53,8.43,8.63,0,1,0,14.50
15043,6.25,0.00,14.59,14.36,13.92,108,0.34,1484,17.00,3.48,95,0,0.00,7.84,-6.53,8.47,8.63,0,1,0,14.50
15112,5.47,0.00,14.59,14.36,14.00,108,0.35,1461,17.00,3.45,95,0,0.00,7.84,-6.53,8.43,8.63,0,1,0,14.50
15181,5.47,0.00,14.59,14.36,14.00,108,0.35,1471,17.00,3.41,95,0,0.00,7.84,-6.53,8.43,8.63,0,1,0,14.60
15250,5.47,0.00,14.59,14.36,14.00,108,0.35,1464,17.50,3.43,95,0,0.00,7.84,-6.53,8.47,8.63,0,1,0,14.60
15320,5.47,0.00,14.59,14.36,14.08,108,0.34,1447,17.00,3.43,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.50
15388,5.47,0.00,14.59,14.36,13.92,108,0.34,1470,17.00,3.42,95,0,0.00,7.84,-6.53,8.35,8.63,0,1,0,14.50
15456,5.47,0.00,14.59,14.36,14.08,108,0.34,1479,17.00,3.58,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.50
15526,5.47,0.00,14.59,14.36,13.92,108,0.35,1448,18.00,3.41,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.60
15595,5.47,0.00,14.59,14.36,14.08,108,0.35,1453,17.00,3.38,95,0,0.00,7.84,-6.53,8.43,8.63,0,1,0,14.50
15664,5.47,0.00,14.59,14.36,14.08,108,0.35,1454,17.50,3.38,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.50
15733,5.47,0.00,14.59,14.36,14.00,108,0.34,1451,17.00,3.44,95,0,0.00,7.84,-6.53,8.35,8.63,0,1,0,14.60
15802,5.47,0.00,14.59,14.36,13.84,108,0.35,1464,17.00,3.41,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.60
15871,5.47,0.00,14.59,14.36,14.00,108,0.34,1471,17.00,3.43,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.60
15940,5.47,0.00,14.59,14.36,14.00,108,0.35,1437,17.00,3.40,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.70
16009,5.47,0.00,14.59,14.36,14.00,108,0.35,1444,17.00,3.39,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.60
16078,5.47,0.00,14.59,14.36,14.00,108,0.35,1452,17.00,3.38,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.50
16147,5.47,0.00,14.59,14.36,13.92,108,0.35,1447,17.00,3.41,95,0,0.00,7.84,-6.53,8.35,8.63,0,1,0,14.50
16216,5.47,0.00,14.59,14.36,14.08,108,0.35,1445,17.00,3.39,95,0,0.00,7.98,-6.38,8.39,8.63,0,1,0,14.60
16285,5.47,0.00,14.59,14.36,13.92,108,0.34,1466,17.00,3.43,95,0,0.00,7.98,-6.38,8.39,8.63,0,1,0,14.50
16354,5.47,0.00,14.70,14.36,14.00,108,0.34,1452,17.00,3.44,95,0,0.00,7.84,-6.53,8.47,8.63,0,1,0,14.50
16423,5.47,0.00,14.59,14.36,14.00,108,0.35,1456,16.50,3.42,95,0,0.00,7.84,-6.53,8.43,8.63,0,1,0,14.50
16492,5.47,0.00,14.59,14.36,14.00,108,0.35,1465,17.00,3.40,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.70
16561,5.47,0.00,14.70,14.36,14.00,108,0.35,1444,17.00,3.41,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.70
16630,5.47,0.00,14.70,14.36,14.00,108,0.35,1451,17.00,3.40,95,0,0.00,7.84,-6.53,8.43,8.63,0,1,0,14.60
16699,5.47,0.00,14.70,14.36,14.00,108,0.35,1461,17.00,3.40,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.70
16768,5.47,0.00,14.70,14.36,14.00,108,0.34,1448,17.00,3.44,95,0,0.00,7.98,-6.38,8.39,8.63,0,1,0,14.70
16837,5.47,0.00,14.59,14.36,14.00,108,0.35,1449,17.00,3.40,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.70
16905,5.47,0.00,14.70,14.36,14.00,108,0.35,1460,17.00,3.39,95,0,0.00,7.84,-6.53,8.43,8.63,0,1,0,14.70
16975,5.47,0.00,14.59,14.36,14.00,108,0.34,1451,17.00,3.44,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.70
17043,5.47,0.00,14.59,14.36,14.00,108,0.35,1454,17.00,3.41,95,0,0.00,7.98,-6.38,8.39,8.63,0,1,0,14.70
17113,5.47,0.00,14.59,14.36,14.00,108,0.34,1464,17.00,3.41,95,0,0.00,7.84,-6.53,8.35,8.63,0,1,0,14.70
17182,5.47,0.00,14.59,14.36,13.92,108,0.34,1456,17.00,3.46,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.60
17251,5.47,0.00,14.70,14.36,14.00,108,0.34,1463,16.50,3.45,95,0,0.00,7.84,-6.53,8.43,8.63,0,1,0,14.60
17320,5.47,0.00,14.59,14.36,13.92,108,0.35,1461,16.50,3.41,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.60
17390,5.47,0.00,14.70,14.36,14.00,109,0.34,1479,17.00,3.47,95,0,0.00,7.84,-6.53,8.43,8.63,0,1,0,14.60
17457,5.47,0.00,14.70,14.36,14.00,109,0.34,1469,17.00,3.31,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.60
17527,5.47,0.00,14.70,14.36,13.92,109,0.34,1478,16.50,3.45,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.70
17596,6.25,0.00,14.59,14.36,13.92,109,0.35,1479,17.00,3.58,95,0,0.00,7.84,-6.53,8.43,8.63,0,1,0,14.70
17665,5.47,0.00,14.70,14.36,14.00,109,0.34,1454,17.00,3.45,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.70
17734,5.47,0.00,14.59,14.36,13.84,109,0.34,1472,16.50,3.43,95,0,0.00,7.84,-6.53,8.43,8.63,0,1,0,14.70
17803,5.47,0.00,14.59,14.36,14.00,109,0.35,1480,17.00,3.60,95,0,0.00,7.84,-6.53,8.35,8.63,0,1,0,14.60
17872,5.47,0.00,14.59,14.36,14.08,109,0.34,1470,17.00,3.47,95,0,0.00,7.84,-6.53,8.35,8.63,0,1,0,14.60
17941,5.47,0.00,14.59,14.36,14.00,109,0.34,1461,17.00,3.43,95,0,0.00,7.84,-6.53,8.31,8.24,0,1,0,14.60
18009,5.47,0.00,14.59,14.36,14.08,109,0.34,1477,16.50,3.45,95,0,0.00,7.84,-6.53,8.35,8.63,0,1,0,14.60
18080,5.47,0.00,14.59,14.36,14.00,109,0.34,1476,17.00,3.48,95,0,0.00,7.84,-6.53,8.39,8.24,0,1,0,14.60
18148,5.47,0.00,14.59,14.36,14.08,109,0.34,1474,16.50,3.49,95,0,0.00,7.84,-6.53,8.35,8.24,0,1,0,14.60
18217,5.47,0.00,14.59,14.36,14.08,109,0.34,1488,16.50,3.44,95,0,0.00,7.84,-6.53,8.31,8.63,0,1,0,14.50
18287,5.47,0.00,14.59,14.36,14.00,109,0.34,1473,17.00,3.46,95,0,0.00,7.84,-6.53,8.35,8.63,0,1,0,14.60
18355,5.47,0.00,14.59,14.36,14.00,109,0.34,1466,17.00,3.31,95,0,0.00,7.84,-6.53,8.35,8.24,0,1,0,14.60
18424,5.47,0.00,14.59,14.36,13.92,109,0.35,1472,17.00,3.42,95,0,0.00,7.84,-6.53,8.39,8.63,0,1,0,14.50
18493,5.47,0.00,14.59,14.36,14.08,109,0.34,1480,17.00,3.47,95,0,0.00,7.84,-6.53,8.39,8.24,0,1,0,14.50
18562,5.47,0.00,14.70,14.36,14.00,109,0.34,1469,17.00,3.33,95,0,0.00,7.84,-6.53,8.31,8.24,0,1,0,14.50
18631,5.47,0.00,14.59,14.36,13.92,109,0.34,1482,16.50,3.46,95,0,0.00,7.84,-6.53,8.35,8.24,0,1,0,14.60
18700,5.47,0.00,14.59,14.36,14.00,109,0.34,1481,17.00,3.60,95,0,0.00,7.84,-6.53,8.31,8.63,0,1,0,14.70
18769,5.47,0.00,14.59,14.36,14.00,109,0.34,1470,17.00,3.47,95,0,0.00,7.84,-6.53,8.31,8.24,0,1,0,14.70
18839,5.47,0.00,14.59,14.36,14.00,109,0.34,1463,17.00,3.43,95,0,0.00,7.84,-6.53,8.31,8.63,0,1,0,14.70
18908,5.47,0.00,14.59,14.36,14.08,109,0.34,1476,17.00,3.60,95,0,0.00,7.69,-6.67,8.31,8.24,0,1,0,14.60
18976,5.47,0.00,14.59,14.36,13.92,109,0.34,1465,17.00,3.47,95,0,0.00,7.84,-6.53,8.31,8.24,0,1,0,14.60
19045,5.47,0.00,14.59,14.36,14.00,109,0.34,1472,16.50,3.48,95,0,0.00,7.84,-6.53,8.27,8.24,0,1,0,14.60
19115,5.47,0.00,14.59,14.36,14.00,109,0.34,1484,16.00,3.47,95,0,0.00,7.69,-6.67,8.31,8.24,0,1,0,14.50
19183,5.47,0.00,14.59,14.36,14.00,109,0.33,1502,16.50,3.52,95,0,0.00,7.69,-6.67,8.31,8.24,0,1,0,14.50
19252,5.47,0.00,14.59,14.36,14.08,109,0.33,1484,16.50,3.51,95,0,0.00,7.69,-6.67,8.35,8.24,0,1,0,14.50
19321,5.47,0.00,14.59,14.36,14.00,109,0.33,1489,16.00,3.49,95,0,0.00,7.69,-6.67,8.31,8.24,0,1,0,14.60
19391,5.47,0.00,14.59,14.36,13.84,109,0.33,1503,16.00,3.51,95,0,0.00,7.69,-6.67,8.31,8.24,0,1,0,14.60
19459,5.47,0.00,14.59,14.36,14.00,109,0.33,1488,17.00,3.51,95,0,0.00,7.69,-6.67,8.27,8.24,0,1,0,14.60
19528,5.47,0.00,14.59,14.36,14.00,109,0.33,1484,16.50,3.51,95,0,0.00,7.69,-6.67,8.31,8.24,0,1,0,14.60
19598,5.47,0.00,14.59,14.36,14.00,109,0.34,1486,17.00,3.44,95,0,0.00,7.69,-6.67,8.31,8.24,0,1,0,14.50
19666,5.47,0.00,14.59,14.36,14.08,109,0.33,1478,17.00,3.47,95,0,0.00,7.69,-6.67,8.19,8.24,0,1,0,14.50
19735,5.47,0.00,14.59,14.36,13.92,109,0.33,1460,17.50,3.44,95,0,0.00,7.69,-6.67,8.19,8.24,0,1,0,14.60
19804,5.47,0.00,14.59,14.36,13.92,109,0.34,1471,17.00,3.44,95,0,0.00,7.69,-6.67,8.23,8.24,0,1,0,14.50
19874,5.47,0.00,14.47,14.36,14.08,109,0.33,1486,17.00,3.46,95,0,0.00,7.69,-6.67,8.19,8.24,0,1,0,14.50
19943,4.69,0.00,14.59,14.36,14.00,109,0.33,1472,17.00,3.48,95,0,0.00,7.69,-6.67,8.23,8.24,0,1,0,14.50
20011,4.69,0.00,14.59,14.36,13.92,109,0.33,1473,16.50,3.46,95,0,0.00,7.69,-6.67,8.15,8.24,0,1,0,14.50
20080,4.69,0.00,14.59,14.36,13.92,109,0.34,1476,17.00,3.56,95,0,0.00,7.69,-6.67,8.19,8.24,0,1,0,14.50
20150,4.69,0.00,14.59,14.36,13.92,109,0.34,1450,17.00,3.43,95,0,0.00,7.69,-6.67,8.15,8.24,0,1,0,14.50
20218,4.69,0.00,14.59,14.36,14.00,109,0.34,1448,17.00,3.40,95,0,0.00,7.69,-6.67,8.23,8.24,0,1,0,14.50
20287,4.69,0.00,14.59,14.36,13.92,109,0.34,1457,17.00,3.39,95,0,0.00,7.69,-6.67,8.15,8.24,0,1,0,14.50
20356,4.69,0.00,14.59,14.36,13.92,109,0.33,1447,17.00,3.43,95,0,0.00,7.69,-6.67,8.15,8.24,0,1,0,14.50
20425,4.69,0.00,14.59,14.36,14.00,109,0.34,1449,17.00,3.40,95,0,0.00,7.69,-6.67,8.11,8.24,0,1,0,14.50
20494,4.69,0.00,14.59,14.36,14.00,109,0.34,1458,17.00,3.40,95,0,0.00,7.69,-6.67,8.15,8.24,0,1,0,14.50
20563,4.69,0.00,14.59,14.36,14.08,109,0.33,1448,17.00,3.43,95,0,0.00,7.69,-6.67,8.19,8.24,0,1,0,14.50
20633,4.69,0.00,14.59,14.36,14.08,109,0.34,1442,17.00,3.39,95,0,0.00,7.69,-6.67,8.11,8.24,0,1,0,14.60
20701,4.69,0.00,14.59,14.36,14.00,109,0.34,1458,17.00,3.39,95,0,0.00,7.69,-6.67,8.11,8.24,0,1,0,14.60
20770,4.69,0.00,14.59,14.36,13.92,109,0.34,1436,19.00,3.38,95,0,0.00,7.69,-6.67,8.07,8.24,0,1,0,14.60
20839,4.69,0.00,14.59,14.36,14.08,109,0.34,1429,17.00,3.35,95,0,0.00,7.69,-6.67,8.07,8.24,0,1,0,14.50
20909,4.69,0.00,14.59,14.36,14.00,109,0.34,1437,18.00,3.35,95,0,0.00,7.69,-6.67,8.11,8.24,0,1,0,14.60
20978,4.69,0.00,14.59,14.36,14.08,109,0.33,1433,17.00,3.39,95,0,0.00,7.69,-6.67,8.03,8.24,0,1,0,14.60
21047,4.69,0.00,14.59,14.36,14.00,109,0.34,1436,17.00,3.37,95,0,0.00,7.69,-6.67,8.11,8.24,0,1,0,14.60
21116,4.69,0.00,14.59,14.36,14.00,109,0.34,1439,17.50,3.35,95,0,0.00,7.69,-6.67,8.03,8.24,0,1,0,14.60
21185,4.69,0.00,14.59,14.36,14.08,109,0.34,1429,18.00,3.37,95,0,0.00,7.69,-6.67,8.07,8.24,0,1,0,14.70
21253,4.69,0.00,14.59,14.36,13.92,109,0.34,1421,17.50,3.32,95,0,0.00,7.69,-6.67,8.15,8.24,0,1,0,14.70
21323,4.69,0.00,14.59,14.36,14.08,109,0.34,1424,18.00,3.34,95,0,0.00,7.69,-6.67,8.07,8.24,0,1,0,14.60
21392,4.69,0.00,14.59,14.36,13.84,109,0.34,1421,17.00,3.36,95,0,0.00,7.84,-6.53,8.15,8.24,0,1,0,14.60
21460,4.69,0.00,14.59,14.36,14.00,109,0.34,1440,17.00,3.34,95,0,0.00,7.84,-6.53,8.15,8.24,0,1,0,14.60
21529,4.69,0.00,14.59,14.36,14.00,109,0.34,1433,17.50,3.36,95,0,0.00,7.69,-6.67,8.11,8.24,0,1,0,14.70
21598,4.69,0.00,14.59,14.36,14.08,109,0.34,1407,17.00,3.19,95,0,0.00,7.69,-6.67,8.07,8.24,0,1,0,14.60
21668,4.69,0.00,14.59,14.36,14.00,109,0.34,1422,17.00,3.31,95,0,0.00,7.84,-6.53,8.07,8.24,0,1,0,14.60
21737,4.69,0.00,14.70,14.36,13.92,109,0.34,1417,17.00,3.36,95,0,0.00,7.84,-6.53,8.07,8.24,0,1,0,14.60
21805,4.69,0.00,14.70,14.36,13.92,109,0.34,1410,17.00,3.31,95,0,0.00,7.84,-6.53,8.03,8.24,0,1,0,14.60
21874,4.69,0.00,14.70,14.36,14.00,109,0.34,1426,17.00,3.33,95,0,0.00,7.84,-6.53,8.03,8.24,0,1,0,14.60
21944,4.69,0.00,14.70,14.36,14.08,109,0.34,1418,17.00,3.36,95,0,0.00,7.84,-6.53,8.07,8.24,0,1,0,14.70
22012,4.69,0.00,14.70,14.36,14.00,111,0.34,1432,17.00,3.32,95,0,0.00,7.84,-6.53,8.11,8.24,0,1,0,14.70
22081,5.47,0.00,14.70,14.36,14.00,111,0.34,1423,17.00,3.34,95,0,0.00,7.84,-6.53,8.07,8.24,0,1,0,14.80
22151,5.47,0.00,14.70,14.36,14.08,111,0.34,1417,17.00,3.34,95,0,0.00,7.84,-6.53,8.11,8.24,0,1,0,14.80
22220,4.69,0.00,14.70,14.36,14.00,111,0.34,1425,17.00,3.32,95,0,0.00,7.84,-6.53,8.11,8.24,0,1,0,14.80
22288,5.47,0.00,14.70,14.36,14.00,111,0.34,1420,17.00,3.36,95,0,0.00,7.84,-6.53,8.11,8.24,0,1,0,14.80
22357,5.47,0.00,14.70,14.36,14.08,111,0.34,1414,17.00,3.34,95,0,0.00,7.84,-6.53,8.15,8.24,0,1,0,14.80
22427,5.47,0.00,14.70,14.36,14.00,111,0.35,1429,17.00,3.33,95,0,0.00,7.84,-6.53,8.15,8.24,0,1,0,14.70
22496,5.47,0.00,14.70,14.36,13.92,111,0.34,1416,17.00,3.36,95,0,0.00,7.84,-6.53,8.23,8.24,0,1,0,14.70
22564,5.47,0.00,14.70,14.36,14.08,111,0.34,1430,16.50,3.35,95,0,0.00,7.84,-6.53,8.19,8.24,0,1,0,14.70
22634,5.47,0.00,14.70,14.36,14.08,111,0.34,1428,17.00,3.33,95,0,0.00,7.84,-6.53,8.15,8.24,0,1,0,14.80
22703,5.47,0.00,14.70,14.36,14.00,111,0.34,1429,17.00,3.38,95,0,0.00,7.84,-6.53,8.19,8.24,0,1,0,14.70
22772,5.47,0.00,14.70,14.36,14.00,111,0.34,1432,16.50,3.34,95,0,0.00,7.84,-6.53,8.19,8.24,0,1,0,14.70
22840,5.47,0.00,14.70,14.36,14.00,111,0.34,1438,17.00,3.35,95,0,0.00,7.84,-6.53,8.15,8.24,0,1,0,14.80
22910,5.47,0.00,14.70,14.36,13.92,111,0.34,1435,17.00,3.39,95,0,0.00,7.84,-6.53,8.19,8.24,0,1,0,14.70
22979,5.47,0.00,14.70,14.36,13.92,111,0.34,1427,17.00,3.33,95,0,0.00,7.84,-6.53,8.15,8.24,0,1,0,14.70
23048,5.47,0.00,14.70,14.36,14.00,111,0.34,1440,17.00,3.38,95,0,0.00,7.84,-6.53,8.15,8.24,0,1,0,14.70
23116,5.47,0.00,14.70,14.36,14.08,111,0.34,1415,17.00,3.35,95,0,0.00,7.84,-6.53,8.19,8.24,0,1,0,14.70
23186,5.47,0.00,14.70,14.36,14.00,111,0.34,1431,16.50,3.34,95,0,0.00,7.84,-6.53,8.11,8.24,0,1,0,14.70
23255,5.47,0.00,14.59,14.36,14.00,111,0.34,1424,17.00,3.35,95,0,0.00,7.84,-6.53,8.11,8.24,0,1,0,14.70
23323,5.47,0.00,14.59,14.36,14.00,111,0.34,1422,17.00,3.35,95,0,0.00,7.84,-6.53,8.11,8.24,0,1,0,14.70
23393,5.47,0.00,14.59,14.36,14.00,111,0.34,1424,17.00,3.32,95,0,0.00,7.84,-6.53,8.07,8.24,0,1,0,14.70
23461,5.47,0.00,14.59,14.36,14.00,111,0.34,1428,17.00,3.36,95,0,0.00,7.84,-6.53,8.07,8.24,0,1,0,14.70
23531,5.47,0.00,14.59,14.36,14.00,111,0.35,1418,17.00,3.33,95,0,0.00,7.84,-6.53,8.15,8.24,0,1,0,14.60
23599,5.47,0.00,14.59,14.36,14.00,111,0.35,1422,17.50,3.45,95,0,0.00,7.84,-6.53,8.15,8.24,0,1,0,14.70
23668,5.47,0.00,14.59,14.36,14.00,111,0.34,1414,17.00,3.35,95,0,0.00,7.84,-6.53,8.15,8.24,0,1,0,14.70
23738,5.47,0.00,14.59,14.36,13.92,111,0.34,1440,17.00,3.36,95,0,0.00,7.84,-6.53,8.11,8.24,0,1,0,14.60
23807,5.47,0.00,14.70,14.36,14.08,111,0.34,1436,17.00,3.37,95,0,0.00,7.84,-6.53,8.19,8.24,0,1,0,14.50
23876,5.47,0.00,14.59,14.36,13.92,111,0.34,1426,17.00,3.38,95,0,0.00,7.84,-6.53,8.15,8.24,0,1,0,14.50
23945,5.47,0.00,14.59,14.36,14.00,111,0.34,1445,15.50,3.39,95,0,0.00,7.84,-6.53,8.15,8.24,0,1,0,14.50
24014,5.47,0.00,14.59,14.36,14.08,111,0.34,1458,16.50,3.42,95,0,0.00,7.84,-6.53,8.23,8.24,0,1,0,14.60
24082,5.47,0.00,14.59,14.36,14.00,111,0.34,1454,16.50,3.43,95,0,0.00,7.84,-6.53,8.23,8.24,0,1,0,14.60
24152,5.47,0.00,14.59,14.36,13.92,111,0.34,1451,16.50,3.39,95,0,0.00,7.84,-6.53,8.23,8.24,0,1,0,14.60
24221,5.47,0.00,14.59,14.36,13.92,111,0.34,1446,17.00,3.39,95,0,0.00,7.84,-6.53,8.15,8.24,0,1,0,14.70
24289,5.47,0.00,14.70,14.36,14.00,111,0.33,1439,17.00,3.39,95,0,0.00,7.84,-6.53,8.15,8.24,0,1,0,14.60
24358,5.47,0.00,14.59,14.36,14.00,111,0.34,1447,16.50,3.38,95,0,0.00,7.84,-6.53,8.07,8.24,0,1,0,14.60
24428,5.47,0.00,14.59,14.36,14.00,111,0.34,1450,17.00,3.40,95,0,0.00,7.69,-6.67,8.15,8.24,0,1,0,14.60
24497,5.47,0.00,14.59,14.36,14.00,111,0.34,1431,17.00,3.38,95,0,0.00,7.69,-6.67,8.19,8.24,0,1,0,14.60
24566,5.47,0.00,14.59,14.36,14.00,111,0.35,1432,17.00,3.34,95,0,0.00,7.84,-6.53,8.19,8.24,0,1,0,14.60
24635,5.47,0.00,14.59,14.36,13.92,111,0.34,1423,17.00,3.37,95,0,0.00,7.84,-6.53,8.19,8.24,0,1,0,14.50
24704,5.47,0.00,14.59,14.36,14.08,111,0.34,1420,17.00,3.37,95,0,0.00,7.84,-6.53,8.15,8.24,0,1,0,14.60
24773,5.47,0.00,14.59,14.36,14.00,111,0.34,1436,17.00,3.35,95,0,0.00,7.84,-6.53,8.11,8.24,0,1,0,14.60
